baseline,,sample_5_in_1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
374.9827271,-0.0004385456559,374.9827271,0.1768736094,
374.052124,-0.001243385253,374.052124,0.17736426,
372.9662781,8.701145271E-5,372.9662781,0.1789363772,
372.0354004,0.000344782602,372.0354004,0.1807692647,
370.9492493,-4.105320477E-5,370.9492493,0.1824759245,
370.0180969,0.0005987408222,370.0180969,0.1837665886,
368.9315796,0.0003642906668,368.9315796,0.1865330189,
368.0001831,0.0004345579946,368.0001831,0.1883491725,
367.068634,-0.000170969055,367.068634,0.1908835918,
365.9816589,-0.0007625520229,365.9816589,0.1926207393,
365.0498352,-0.0002451744513,365.0498352,0.1949373931,
363.9625244,-0.0001612914057,363.9625244,0.1973114461,
363.030426,-0.000175626672,363.030426,0.1980997473,
361.9428406,-0.0006083599292,361.9428406,0.1993033886,
361.0104675,-0.0006342088454,361.0104675,0.1998124123,
359.9225159,-0.0003851159418,359.9225159,0.2008022964,
358.9898987,-0.0003950472455,358.9898987,0.200751543,
358.0571289,-0.0001872187422,358.0571289,0.2004920542,
356.96875,-0.0007071980508,356.96875,0.1986942738,
356.0357056,-0.0002568163909,356.0357056,0.1973183453,
354.9470215,-0.0002623526962,354.9470215,0.1959408969,
354.0137024,3.308352825E-5,354.0137024,0.1938222647,
352.9247131,0.000324135588,352.9247131,0.191505298,
351.9911194,0.0002945009619,351.9911194,0.1888106167,
351.0574341,0.0002996557741,351.0574341,0.1859078258,
349.9679871,-0.0003836159012,349.9679871,0.182078287,
349.0340271,-2.024235619E-5,349.0340271,0.1794679016,
347.9442749,0.0001027794569,347.9442749,0.1745595038,
347.0100708,-0.000588093244,347.0100708,0.1721006632,
346.0757141,0.0004050971766,346.0757141,0.168903634,
344.9855347,0.000107388274,344.9855347,0.1655439138,
344.0509338,-5.741128189E-5,344.0509338,0.1622160226,
342.9604187,-9.561223851E-5,342.9604187,0.1571770757,
342.0255737,0.0004529558355,342.0255737,0.1539266855,
340.9347534,-4.384861677E-5,340.9347534,0.1501536518,
339.9996643,0.0004747232888,339.9996643,0.1469798535,
339.0644226,-9.178194159E-5,339.0644226,0.1433319002,
337.973175,-2.899131687E-5,337.973175,0.1387964636,
337.0377197,-0.0001243383886,337.0377197,0.1356244236,
335.946167,-6.243246753E-5,335.946167,0.1311076581,
335.010437,-0.0002875496575,335.010437,0.127618283,
334.074585,-0.0004124264524,334.074585,0.1243675128,
332.9826355,0.0001647954487,332.9826355,0.120664835,
332.0465393,3.497335274E-5,332.0465393,0.116957128,
330.9542847,-0.0002543328155,330.9542847,0.1134110317,
330.0179138,-7.651218039E-5,330.0179138,0.1105683967,
328.9253845,-0.0001989139855,328.9253845,0.1065462753,
327.9888,-0.0008179506403,327.9888,0.1029534265,
327.0520935,-0.0002586273476,327.0520935,0.1013337895,
325.9591064,0.0004466331156,325.9591064,0.09787192941,
325.0221558,0.0001807734516,325.0221558,0.09569755197,
323.928894,-0.0001048255217,323.928894,0.09296445549,
322.9916992,0.000480528106,322.9916992,0.08997850865,
322.0544128,-0.0001708655473,322.0544128,0.0878059715,
320.9607544,-0.0003151767014,320.9607544,0.08790966123,
320.0231934,-0.0005157563137,320.0231934,0.08467537165,
318.9292603,0.0003314668429,318.9292603,0.08321465552,
317.9914551,7.070033462E-5,317.9914551,0.08282890171,
317.0535583,-9.250659787E-5,317.0535583,0.08185262233,
315.959198,-0.000423960475,315.959198,0.08159016073,
