blank,,bm3_workingStock_2in100,,bm3_workingStock_1in100,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
564.0455933,0.0003730993776,564.0455933,0.1359669417,564.0455933,0.06794496626,
562.9990845,1.869007065E-5,562.9990845,0.1336961687,562.9990845,0.06661012024,
561.9523926,-0.0009981023613,561.9523926,0.1307955533,561.9523926,0.06463237107,
561.0549927,0.0005715239095,561.0549927,0.1299259067,561.0549927,0.06513925642,
560.0077515,0.0004928118433,560.0077515,0.1283278316,560.0077515,0.06360823661,
558.9602661,-0.0005880415556,558.9602661,0.1258892417,558.9602661,0.06249926612,
558.0621948,0.0007293020026,558.0621948,0.1252424717,558.0621948,0.06314498186,
557.0142212,0.0009429356433,557.0142212,0.1246288046,557.0142212,0.0616122745,
555.9659424,9.827425674E-5,555.9659424,0.123049207,555.9659424,0.06179198623,
555.0672607,-0.0009033085662,555.0672607,0.1221202537,555.0672607,0.06075704098,
554.0185547,0.0001272222871,554.0185547,0.122362867,554.0185547,0.06162486225,
552.9695435,-0.001095973887,552.9695435,0.1216257513,552.9695435,0.06007295102,
552.0701904,0.0001384084462,552.0701904,0.1231877208,552.0701904,0.0617214404,
551.020752,0.0001658830734,551.020752,0.1250281036,551.020752,0.06192311272,
549.9710083,-8.283431271E-6,549.9710083,0.1263122112,549.9710083,0.06357488036,
549.0710449,0.001308044419,549.0710449,0.1276572496,549.0710449,0.06387236714,
548.020813,0.0002980238351,548.020813,0.1294412762,548.020813,0.06510990858,
546.9703369,-0.0002027950977,546.9703369,0.1310708672,546.9703369,0.0656042248,
546.0697021,4.204084689E-5,546.0697021,0.1327007264,546.0697021,0.06640771031,
545.0187988,-0.001370464801,545.0187988,0.1332462132,545.0187988,0.0663543269,
543.9675903,-7.863445353E-5,543.9675903,0.1362335682,543.9675903,0.06851325929,
543.0663452,-0.0001293587993,543.0663452,0.1368432492,543.0663452,0.06795952469,
542.0146484,0.0002072925272,542.0146484,0.1391433924,542.0146484,0.06981676072,
540.9627075,0.0006312218611,540.9627075,0.1403995454,540.9627075,0.07029908895,
540.0608521,0.0001254874223,540.0608521,0.1410076618,540.0608521,0.07036735862,
539.0084229,0.0003067016951,539.0084229,0.141804263,539.0084229,0.07089725882,
537.9557495,-0.0003788570466,537.9557495,0.1428620368,537.9557495,0.07043536007,
537.0532837,0.0004768482468,537.0532837,0.142238453,537.0532837,0.07101719826,
536.0001221,-0.0002063139254,536.0001221,0.1416823119,536.0001221,0.07099479437,
534.9467163,0.0001226391469,534.9467163,0.1414800882,534.9467163,0.0708302781,
534.0436401,0.0002636768331,534.0436401,0.141076982,534.0436401,0.0706942752,
532.9897461,0.0005973669467,532.9897461,0.1395959705,532.9897461,0.06982013583,
531.9356689,0.0001142498077,531.9356689,0.138476029,531.9356689,0.06954087317,
531.0319214,-0.001069687656,531.0319214,0.1357740462,531.0319214,0.06805155426,
529.977356,-0.001169763273,529.977356,0.1340565234,529.977356,0.06852077693,
529.0732422,-0.0005252191913,529.0732422,0.1334816068,529.0732422,0.06652328372,
528.0181885,7.714086678E-6,528.0181885,0.1322636604,528.0181885,0.06684526056,
526.9628906,-0.0005576397525,526.9628906,0.1293922365,526.9628906,0.06455010176,
526.0581665,0.0007268905756,526.0581665,0.1269613653,526.0581665,0.06371376663,
525.0023804,-0.0002135584946,525.0023804,0.1253486872,525.0023804,0.06293394417,
523.9464111,-2.220959323E-5,523.9464111,0.1217393428,523.9464111,0.0615969412,
523.0410767,-0.0001035832902,523.0410767,0.1215132475,523.0410767,0.06089193001,
521.9846191,0.0009085635538,521.9846191,0.1201480851,521.9846191,0.05993795395,
520.9279175,-0.0001372774714,520.9279175,0.1173677891,520.9279175,0.05897165835,
520.0219727,-0.0007261669962,520.0219727,0.1138971075,520.0219727,0.05718871579,
518.9647827,-0.001118127489,518.9647827,0.112278156,518.9647827,0.05639372021,
518.0584717,-8.334482118E-5,518.0584717,0.1118565425,518.0584717,0.05741358176,
517.0008545,-0.0009567778907,517.0008545,0.1083764955,517.0008545,0.05483077839,
515.9429932,-0.0003428537166,515.9429932,0.1071939692,515.9429932,0.05569221452,
515.0360718,0.001225849963,515.0360718,0.1049155146,515.0360718,0.05367691815,
513.9777222,-0.000301156455,513.9777222,0.1037814096,513.9777222,0.0525050275,
513.0704346,-0.0007803816698,513.0704346,0.101795502,513.0704346,0.05119879544,
512.0116577,-0.000176661677,512.0116577,0.1011771411,512.0116577,0.05137990415,
510.9526672,0.000324316934,510.9526672,0.1015237197,510.9526672,0.05164667591,
510.0447693,6.785242294E-5,510.0447693,0.09976726025,510.0447693,0.0503346771,
508.985321,-0.0005720136687,508.985321,0.09790464491,508.985321,0.04953340441,
507.9256287,-0.0004899519845,507.9256287,0.09694236517,507.9256287,0.05031148344,
507.0171204,-0.0006669831346,507.0171204,0.09685587883,507.0171204,0.04874851927,
505.9570007,0.0003926864301,505.9570007,0.09596712887,505.9570007,0.04846004769,
505.0481262,0.0003425287432,505.0481262,0.09495797008,505.0481262,0.04852792248,
