baseline,,bm3,,bm4,,bm53_palmOH_ul_5,,bm53_palmOH_ul_10,,bm53_palmOH_ul_20,,bm53_palmOH_ul_30,,bm53_palmOH_ul_40,,bm53_palmOH_ul_50,,bm53_palmOH_ul_50,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
711.956543,-0.0005107403267,711.956543,-0.02235740796,711.956543,-0.02071740478,711.956543,-0.02188690007,711.956543,-0.02098549716,711.956543,-0.02140400559,711.956543,-0.02154926583,711.956543,-0.02230916545,711.956543,0.00248765992,711.956543,0.01631474122,
710.953125,-0.0002621974563,710.953125,-0.02205552161,710.953125,-0.02058712393,710.953125,-0.02129177563,710.953125,-0.02031127736,710.953125,-0.02099743485,710.953125,-0.02088194154,710.953125,-0.02161458693,710.953125,0.00355759589,710.953125,0.01650601253,
709.9493408,-0.0007090587751,709.9493408,-0.02292048,709.9493408,-0.02125174552,709.9493408,-0.02159276418,709.9493408,-0.02072703093,709.9493408,-0.02198514715,709.9493408,-0.02192957886,709.9493408,-0.02269908227,709.9493408,0.002468733117,709.9493408,0.01679629274,
708.9451904,4.452614667E-5,708.9451904,-0.02297184616,708.9451904,-0.02083165944,708.9451904,-0.02110175043,708.9451904,-0.02035218291,708.9451904,-0.02196688764,708.9451904,-0.02176145092,708.9451904,-0.02236665227,708.9451904,0.002171375789,708.9451904,0.01595667377,
707.9407349,-8.872803301E-5,707.9407349,-0.02219475806,707.9407349,-0.02107778192,707.9407349,-0.02159946412,707.9407349,-0.02109504491,707.9407349,-0.02149837092,707.9407349,-0.02233788557,707.9407349,-0.02244581468,707.9407349,0.002054086654,707.9407349,0.01677638292,
706.9359741,0.0007626485894,706.9359741,-0.02227301709,706.9359741,-0.02064024843,706.9359741,-0.02100345306,706.9359741,-0.02038607188,706.9359741,-0.02192150615,706.9359741,-0.02157557197,706.9359741,-0.02175859548,706.9359741,0.002243055031,706.9359741,0.01672765985,
705.9308472,-6.947237853E-5,705.9308472,-0.02280760929,705.9308472,-0.02184072323,705.9308472,-0.02204833552,705.9308472,-0.02157350443,705.9308472,-0.02187789232,705.9308472,-0.02140563168,705.9308472,-0.02241090499,705.9308472,0.001006836072,705.9308472,0.01626351662,
705.0690918,-8.551881911E-5,705.0690918,-0.02245702222,705.0690918,-0.02062346227,705.0690918,-0.021589268,705.0690918,-0.0211973656,705.0690918,-0.02181773074,705.0690918,-0.02153285965,705.0690918,-0.02284361608,705.0690918,0.002119945828,705.0690918,0.01667751558,
704.0633545,-0.001025322708,704.0633545,-0.0232853163,704.0633545,-0.02131607756,704.0633545,-0.02183821239,704.0633545,-0.02122261003,704.0633545,-0.02237452008,704.0633545,-0.02284283005,704.0633545,-0.02332957461,704.0633545,0.001130590448,704.0633545,0.0154548604,
703.057251,0.0003516219731,703.057251,-0.0227267947,703.057251,-0.02112571895,703.057251,-0.02165354788,703.057251,-0.02125529572,703.057251,-0.02206565812,703.057251,-0.02186140046,703.057251,-0.02223671786,703.057251,0.0003362076241,703.057251,0.01602483541,
702.0508423,-0.0004999326193,702.0508423,-0.02364763804,702.0508423,-0.0225338079,702.0508423,-0.02250613458,702.0508423,-0.02208194509,702.0508423,-0.02352720872,702.0508423,-0.02266522683,702.0508423,-0.02349179797,702.0508423,3.681140879E-5,702.0508423,0.0145178996,
701.0441284,0.0003387464385,701.0441284,-0.0228724964,701.0441284,-0.02134668641,701.0441284,-0.02218063921,701.0441284,-0.02128802985,701.0441284,-0.02191889659,701.0441284,-0.0220931638,701.0441284,-0.02265805192,701.0441284,0.0008204796468,701.0441284,0.01569671743,
700.0370483,0.0002101672435,700.0370483,-0.02311000414,700.0370483,-0.02116063051,700.0370483,-0.02180517465,700.0370483,-0.02140661702,700.0370483,-0.02211673185,700.0370483,-0.02242319845,700.0370483,-0.02257308178,700.0370483,0.001386514865,700.0370483,0.01543554757,
699.0296631,-0.0001089144935,699.0296631,-0.02249998972,699.0296631,-0.02130079642,699.0296631,-0.02214767784,699.0296631,-0.02210393921,699.0296631,-0.0222949516,699.0296631,-0.02236158773,699.0296631,-0.02226229385,699.0296631,0.002245787065,699.0296631,0.01580550708,
698.0219727,0.0003688763536,698.0219727,-0.02218787186,698.0219727,-0.02139267139,698.0219727,-0.02187055722,698.0219727,-0.02152231708,698.0219727,-0.02200252004,698.0219727,-0.02203150652,698.0219727,-0.0211960841,698.0219727,0.002816524124,698.0219727,0.01563061774,
697.013916,0.0001255133102,697.013916,-0.02248184942,697.013916,-0.02142997645,697.013916,-0.02233542688,697.013916,-0.0219781585,697.013916,-0.02251095138,697.013916,-0.02225776948,697.013916,-0.02186706103,697.013916,0.002055881312,697.013916,0.01578416675,
696.0054932,-6.988648965E-5,696.0054932,-0.02417633124,696.0054932,-0.02201438136,696.0054932,-0.02206644416,696.0054932,-0.02208597958,696.0054932,-0.02267485857,696.0054932,-0.02269642986,696.0054932,-0.02168694139,696.0054932,0.001949908445,696.0054932,0.01512990519,
694.9968262,-0.00096974388,694.9968262,-0.02375171334,694.9968262,-0.02260807529,694.9968262,-0.02238292806,694.9968262,-0.02356668562,694.9968262,-0.02316365577,694.9968262,-0.02357021533,694.9968262,-0.02273259126,694.9968262,0.0001452704601,694.9968262,0.01541623566,
693.987793,9.899922588E-5,693.987793,-0.0236630328,693.987793,-0.0217865631,693.987793,-0.02195960283,693.987793,-0.0234324988,693.987793,-0.02281040885,693.987793,-0.0223276075,693.987793,-0.02192716673,693.987793,0.001053126296,693.987793,0.015402155,
692.9783936,7.59819668E-5,692.9783936,-0.02318809927,692.9783936,-0.02140592784,692.9783936,-0.02226116322,692.9783936,-0.02223499678,692.9783936,-0.02235371992,692.9783936,-0.02290363424,692.9783936,-0.02134653926,692.9783936,0.0005934528308,692.9783936,0.01472988352,
691.968689,5.625385165E-5,691.968689,-0.02289258502,691.968689,-0.0212756563,691.968689,-0.02178720385,691.968689,-0.02279827558,691.968689,-0.02273701318,691.968689,-0.0228248015,691.968689,-0.02187685855,691.968689,0.0001772515097,691.968689,0.01655699685,
690.9586792,0.0008085756563,690.9586792,-0.02302310802,690.9586792,-0.02186331898,690.9586792,-0.02228285372,690.9586792,-0.02277258411,690.9586792,-0.02210728452,690.9586792,-0.02164916508,690.9586792,-0.02096512355,690.9586792,0.001349381171,690.9586792,0.01484743226,
689.9483643,2.210718048E-5,689.9483643,-0.02430250682,689.9483643,-0.02208534069,689.9483643,-0.02240451425,689.9483643,-0.02237801068,689.9483643,-0.02283442952,689.9483643,-0.02241675742,689.9483643,-0.02194606699,689.9483643,-0.001456178492,689.9483643,0.01384263858,
688.9376831,0.0005282654893,688.9376831,-0.0221342463,688.9376831,-0.02095081657,688.9376831,-0.02070921101,688.9376831,-0.02220833488,688.9376831,-0.02210202068,688.9376831,-0.02286866494,688.9376831,-0.02071167901,688.9376831,0.001338371425,688.9376831,0.01419337653,
688.071106,-0.0005084133591,688.071106,-0.02415267937,688.071106,-0.02386002615,688.071106,-0.02326019108,688.071106,-0.02467679791,688.071106,-0.02316650376,688.071106,-0.02351558581,688.071106,-0.02224709652,688.071106,-0.001616878551,688.071106,0.0119042974,
687.0598145,0.0002357298217,687.0598145,-0.02349773422,687.0598145,-0.02188030444,687.0598145,-0.02275145799,687.0598145,-0.02357203141,687.0598145,-0.0222124178,687.0598145,-0.02279444411,687.0598145,-0.02079459839,687.0598145,-0.0008708104724,687.0598145,0.01245020982,
686.0482178,0.0002717841417,686.0482178,-0.02291591279,686.0482178,-0.02220041491,686.0482178,-0.02302556299,686.0482178,-0.02333619818,686.0482178,-0.02272040769,686.0482178,-0.02239654772,686.0482178,-0.02105701901,686.0482178,-0.001124479109,686.0482178,0.01332057174,
685.0363159,-0.0002255635191,685.0363159,-0.02339080162,685.0363159,-0.02199415304,685.0363159,-0.02205714397,685.0363159,-0.02230277099,685.0363159,-0.02267785557,685.0363159,-0.02249935083,685.0363159,-0.02131430246,685.0363159,-0.0009468594799,685.0363159,0.01250991132,
684.0240479,-0.0001631027408,684.0240479,-0.02329370566,684.0240479,-0.02294041775,684.0240479,-0.02279139869,684.0240479,-0.02296983264,684.0240479,-0.02347855642,684.0240479,-0.02219972573,684.0240479,-0.02188901789,684.0240479,-0.0018010817,684.0240479,0.01206358615,
683.0114746,-0.000570927863,683.0114746,-0.02414048649,683.0114746,-0.02216071635,683.0114746,-0.02198381908,683.0114746,-0.02332167514,683.0114746,-0.02271849103,683.0114746,-0.02298427001,683.0114746,-0.02187287062,683.0114746,-0.001379444613,683.0114746,0.01206414495,
681.9985962,-0.000508309924,681.9985962,-0.02348468639,681.9985962,-0.02255120873,681.9985962,-0.0229348205,681.9985962,-0.02262748592,681.9985962,-0.02211190946,681.9985962,-0.0226168707,681.9985962,-0.02180399373,681.9985962,-0.0007288029883,681.9985962,0.01224718988,
680.9854126,-5.083706492E-5,680.9854126,-0.02338903584,680.9854126,-0.02114001848,680.9854126,-0.02190481871,680.9854126,-0.02222776599,680.9854126,-0.02219170891,680.9854126,-0.02219795622,680.9854126,-0.02073468082,680.9854126,0.0008059563115,680.9854126,0.01253708731,
679.9718628,-0.0005856632488,679.9718628,-0.02350705117,679.9718628,-0.02246729843,679.9718628,-0.02226706594,679.9718628,-0.02237166837,679.9718628,-0.02250043117,679.9718628,-0.02274895273,679.9718628,-0.02114761248,679.9718628,0.000122198966,679.9718628,0.01179908589,
678.9580078,-0.0005764601519,678.9580078,-0.02402327769,678.9580078,-0.02297822945,678.9580078,-0.02216573432,678.9580078,-0.02381489053,678.9580078,-0.02261598594,678.9580078,-0.02295922674,678.9580078,-0.02201610245,678.9580078,0.0005279803881,678.9580078,0.01039823052,
677.9438477,0.0006926133647,677.9438477,-0.02256565914,677.9438477,-0.02156241983,677.9438477,-0.0215116255,677.9438477,-0.02305551246,677.9438477,-0.0215069931,677.9438477,-0.0218324028,677.9438477,-0.02095288783,677.9438477,0.0009113910492,677.9438477,0.01110230293,
676.9293213,0.0001061972216,676.9293213,-0.02329483442,676.9293213,-0.0233567059,676.9293213,-0.02243750542,676.9293213,-0.02243952081,676.9293213,-0.02211742103,676.9293213,-0.02177410573,676.9293213,-0.0220640339,676.9293213,-0.0005865938729,676.9293213,0.01006463636,
676.0595093,-4.742050442E-5,676.0595093,-0.02331529558,676.0595093,-0.02200872079,676.0595093,-0.02296963707,676.0595093,-0.02248887904,676.0595093,-0.02266311459,676.0595093,-0.02319972962,676.0595093,-0.02176804841,676.0595093,-0.000489486556,676.0595093,0.01065251324,
675.0443726,-0.0003191084834,675.0443726,-0.02381072566,675.0443726,-0.02283005789,675.0443726,-0.02240259573,675.0443726,-0.02290751413,675.0443726,-0.02364974655,675.0443726,-0.02265240252,675.0443726,-0.02161803469,675.0443726,-0.001256291056,675.0443726,0.009294853546,
674.0289917,-0.0004054438032,674.0289917,-0.02323418297,674.0289917,-0.02177346498,674.0289917,-0.02312203124,674.0289917,-0.02300351858,674.0289917,-0.02239881083,674.0289917,-0.02298029326,674.0289917,-0.02121782675,674.0289917,-0.0009203574737,674.0289917,0.009335132316,
673.0132446,0.0003860795696,673.0132446,-0.02184894495,673.0132446,-0.02117399313,673.0132446,-0.0215977896,673.0132446,-0.02129005082,673.0132446,-0.02218565717,673.0132446,-0.02093650959,673.0132446,-0.02032031864,673.0132446,0.000830153469,673.0132446,0.01070759073,
671.9971924,-0.0007847743691,671.9971924,-0.02470985986,671.9971924,-0.02317597531,671.9971924,-0.02251798101,671.9971924,-0.02312909998,671.9971924,-0.02257008292,671.9971924,-0.02344598807,671.9971924,-0.02213606797,671.9971924,-0.001609863713,671.9971924,0.009500122629,
670.980835,0.0002839065273,670.980835,-0.02291375212,670.980835,-0.02222840488,670.980835,-0.02133628726,670.980835,-0.02168162167,670.980835,-0.0220808126,670.980835,-0.02263613604,670.980835,-0.01994215325,670.980835,0.0001686280448,670.980835,0.01010501292,
669.9641724,0.0005864541163,669.9641724,-0.02280068398,669.9641724,-0.02200803161,669.9641724,-0.02145151049,669.9641724,-0.02179783955,669.9641724,-0.02100221999,669.9641724,-0.02191727236,669.9641724,-0.02163591608,669.9641724,0.0006753979833,669.9641724,0.0121598905,
668.9472046,0.0002796843764,668.9472046,-0.02316188812,668.9472046,-0.02173072286,668.9472046,-0.02178168856,668.9472046,-0.02207623795,668.9472046,-0.02209213004,668.9472046,-0.02193011902,668.9472046,-0.0210269317,668.9472046,-0.0001373292325,668.9472046,0.01151640527,
667.9298706,0.0001078025525,667.9298706,-0.02288153395,667.9298706,-0.02182949707,667.9298706,-0.02207840234,667.9298706,-0.02186371386,667.9298706,-0.02115954645,667.9298706,-0.0210822206,667.9298706,-0.02129310742,667.9298706,-8.588115452E-5,667.9298706,0.012255257,
667.0576172,0.0004630879266,667.0576172,-0.02230926417,667.0576172,-0.02075506561,667.0576172,-0.02148969844,667.0576172,-0.02208061703,667.0576172,-0.02152847499,667.0576172,-0.02098771557,667.0576172,-0.02078749053,667.0576172,0.001252406975,667.0576172,0.0130524775,
666.0397339,-0.0001511995069,666.0397339,-0.02265471034,666.0397339,-0.02180547081,666.0397339,-0.02099985071,666.0397339,-0.02208657004,666.0397339,-0.02172515728,666.0397339,-0.02162374929,666.0397339,-0.02110969089,666.0397339,0.0001111426827,666.0397339,0.01223499514,
665.0215454,-0.001031107386,665.0215454,-0.0227467902,665.0215454,-0.02143500373,665.0215454,-0.02162650786,665.0215454,-0.02233621292,665.0215454,-0.02129044384,665.0215454,-0.02175076492,665.0215454,-0.0206959825,665.0215454,-0.001096490305,665.0215454,0.01210468169,
664.0029907,0.001296127099,664.0029907,-0.0219955314,664.0029907,-0.02083067223,664.0029907,-0.02078902163,664.0029907,-0.02144727297,664.0029907,-0.02059166692,664.0029907,-0.02099442482,664.0029907,-0.01963071525,664.0029907,0.0006680090446,664.0029907,0.01406520233,
662.9841309,1.573895315E-5,662.9841309,-0.02262011543,662.9841309,-0.02172185853,662.9841309,-0.02086901292,662.9841309,-0.02174332924,662.9841309,-0.02149467543,662.9841309,-0.02134565264,662.9841309,-0.02104680985,662.9841309,-0.0002612661337,662.9841309,0.01320647728,
661.9649658,0.0001207748355,661.9649658,-0.02234757319,661.9649658,-0.0215309374,661.9649658,-0.02259259298,661.9649658,-0.02253995277,661.9649658,-0.02096990868,661.9649658,-0.02142554149,661.9649658,-0.02042954043,661.9649658,0.0002078881807,661.9649658,0.0135940928,
660.9455566,-0.0004886074457,660.9455566,-0.02313695475,660.9455566,-0.02251852117,660.9455566,-0.02114140056,660.9455566,-0.02228482068,660.9455566,-0.02156207524,660.9455566,-0.02121506631,660.9455566,-0.02161113918,660.9455566,-0.0005844223779,660.9455566,0.01300841104,
660.0714722,0.0008297903696,660.0714722,-0.02276300266,660.0714722,-0.02195960283,660.0714722,-0.0215864107,660.0714722,-0.02179060131,660.0714722,-0.02077401802,660.0714722,-0.02184328251,660.0714722,-0.02113331296,660.0714722,-0.0006159596378,660.0714722,0.0143787656,
659.0513916,0.0004676228273,659.0513916,-0.02242929488,659.0513916,-0.02121279761,659.0513916,-0.02160690352,659.0513916,-0.02214757912,659.0513916,-0.02069440298,659.0513916,-0.02139843628,659.0513916,-0.02162320726,659.0513916,-0.0007667382015,659.0513916,0.01430938952,
658.0310669,-3.251155795E-5,658.0310669,-0.02236920968,658.0310669,-0.02171186171,658.0310669,-0.02175475284,658.0310669,-0.02174401842,658.0310669,-0.02088198997,658.0310669,-0.02135033347,658.0310669,-0.02113548294,658.0310669,-0.0006623825175,658.0310669,0.01413191855,
657.010376,-6.523215234E-6,657.010376,-0.02242211625,657.010376,-0.02094948478,657.010376,-0.02073231153,657.010376,-0.02156562172,657.010376,-0.02167280577,657.010376,-0.02119455487,657.010376,-0.02077406645,657.010376,-0.0003155388404,657.010376,0.01449999306,
655.9893799,0.0007532355958,655.9893799,-0.02267136984,655.9893799,-0.02164079249,655.9893799,-0.02248602733,655.9893799,-0.02165615931,655.9893799,-0.02180478163,655.9893799,-0.02105830051,655.9893799,-0.02146008611,655.9893799,-0.001278746175,655.9893799,0.01485878974,
654.9681396,-0.000603448425,654.9681396,-0.0229783766,654.9681396,-0.02184131369,654.9681396,-0.02198667265,654.9681396,-0.0219747629,654.9681396,-0.02102959529,654.9681396,-0.0211393293,654.9681396,-0.02166916244,654.9681396,-0.0006902441382,654.9681396,0.01439372357,
653.9465332,-0.0007604330895,653.9465332,-0.02365474775,653.9465332,-0.02179527842,653.9465332,-0.02207943611,653.9465332,-0.02246980555,653.9465332,-0.02123774588,653.9465332,-0.0207563974,653.9465332,-0.02200104296,653.9465332,-0.001420986839,653.9465332,0.01333373133,
653.0706177,-0.000370684138,653.0706177,-0.02241660841,653.0706177,-0.0222065635,653.0706177,-0.0220453348,653.0706177,-0.02173485979,653.0706177,-0.02268866636,653.0706177,-0.02168787643,653.0706177,-0.02244487964,653.0706177,-0.001746839611,653.0706177,0.01458037551,
652.0484619,-2.169189975E-5,652.0484619,-0.02263141796,652.0484619,-0.02204676159,652.0484619,-0.02260743454,652.0484619,-0.02089876682,652.0484619,-0.02130873315,652.0484619,-0.02066073567,652.0484619,-0.02198357321,652.0484619,-0.0005516936071,652.0484619,0.01421576366,
651.026001,0.0007019732147,651.026001,-0.02179803513,651.026001,-0.02106288821,651.026001,-0.02080950141,651.026001,-0.02119923942,651.026001,-0.02034264989,651.026001,-0.02052149922,651.026001,-0.02116506919,651.026001,0.0002053242642,651.026001,0.01449985988,
650.0031738,-0.001014837646,650.0031738,-0.02254216559,650.0031738,-0.02169836685,650.0031738,-0.02130414918,650.0031738,-0.02240913548,650.0031738,-0.02144293673,650.0031738,-0.02112423815,650.0031738,-0.02197018452,650.0031738,0.0002678988385,650.0031738,0.01413908601,
648.9801025,7.668100443E-5,648.9801025,-0.02255140617,648.9801025,-0.02202874981,648.9801025,-0.02249300852,648.9801025,-0.0220065061,648.9801025,-0.02084266394,648.9801025,-0.02135861479,648.9801025,-0.02213267237,648.9801025,-0.0004222536518,648.9801025,0.01388518605,
647.9567261,-0.0006352944765,647.9567261,-0.02248937078,647.9567261,-0.02092373185,647.9567261,-0.02171107382,647.9567261,-0.0212608166,647.9567261,-0.02124582976,647.9567261,-0.02067273296,647.9567261,-0.02183693089,647.9567261,0.00150707853,647.9567261,0.01460422762,
646.9329834,-0.0003920989111,646.9329834,-0.02197141573,646.9329834,-0.02193184197,646.9329834,-0.02173431776,646.9329834,-0.02184475958,646.9329834,-0.020654466,646.9329834,-0.02110510506,646.9329834,-0.02148753032,646.9329834,0.00106851419,646.9329834,0.01566912793,
646.0552979,0.0008660756284,646.0552979,-0.02206929959,646.0552979,-0.02047532424,646.0552979,-0.0208462663,646.0552979,-0.02029665187,646.0552979,-0.01974011026,646.0552979,-0.01966599561,646.0552979,-0.02147008851,646.0552979,0.001823008992,646.0552979,0.01532408781,
645.0310059,0.0009148929967,645.0310059,-0.0222375039,645.0310059,-0.02196875773,645.0310059,-0.02185662463,645.0310059,-0.02238420583,645.0310059,-0.02092328668,645.0310059,-0.02086407878,645.0310059,-0.02184318379,645.0310059,0.001962805865,645.0310059,0.01534419972,
644.0064697,-0.0008166070911,644.0064697,-0.02251399867,644.0064697,-0.02156995609,644.0064697,-0.02236955427,644.0064697,-0.02147629671,644.0064697,-0.02172624134,644.0064697,-0.02157109044,644.0064697,-0.02218039334,644.0064697,0.001897750655,644.0064697,0.01540269144,
642.9815674,-6.217364717E-5,642.9815674,-0.02253390662,642.9815674,-0.02128245868,642.9815674,-0.02098613791,642.9815674,-0.02089042775,642.9815674,-0.0202616211,642.9815674,-0.02108562365,642.9815674,-0.02140863799,642.9815674,0.002037311438,642.9815674,0.01632038504,
641.9563599,0.0003366221208,641.9563599,-0.02288934216,641.9563599,-0.02168595605,641.9563599,-0.02149300091,641.9563599,-0.02199661359,641.9563599,-0.02099491842,641.9563599,-0.02050411701,641.9563599,-0.02183973789,641.9563599,0.002698409604,641.9563599,0.01616135426,
640.9309082,-0.0005359746283,640.9309082,-0.02262094989,640.9309082,-0.02148156986,640.9309082,-0.02228590287,640.9309082,-0.02163827978,640.9309082,-0.02103531733,640.9309082,-0.02086427622,640.9309082,-0.02197102271,640.9309082,0.002840937814,640.9309082,0.01744889468,
640.0516968,0.0002592217643,640.0516968,-0.02299821563,640.0516968,-0.02131336555,640.0516968,-0.02155305818,640.0516968,-0.02184027992,640.0516968,-0.02149989828,640.0516968,-0.0208070837,640.0516968,-0.02212593146,640.0516968,0.003788266797,640.0516968,0.01729141548,
639.0256348,0.0006110019167,639.0256348,-0.02199164405,639.0256348,-0.02098283358,639.0256348,-0.02165955678,639.0256348,-0.02170196176,639.0256348,-0.02064360492,639.0256348,-0.02058095299,639.0256348,-0.02146314085,639.0256348,0.005101816729,639.0256348,0.01850502379,
637.9992676,-0.0004430969711,637.9992676,-0.02251522802,637.9992676,-0.02151689678,637.9992676,-0.02156148292,637.9992676,-0.02171555534,637.9992676,-0.02128975466,637.9992676,-0.020392593,637.9992676,-0.02201940119,637.9992676,0.005330400541,637.9992676,0.01742763259,
636.9725952,-0.0001464898669,636.9725952,-0.02179596759,636.9725952,-0.02071444318,636.9725952,-0.02138197608,636.9725952,-0.02204523608,636.9725952,-0.02113893442,636.9725952,-0.02070708945,636.9725952,-0.02151379362,636.9725952,0.006536353845,636.9725952,0.01676360145,
635.9456787,0.0001639149996,635.9456787,-0.02293133363,635.9456787,-0.02117261291,635.9456787,-0.02081937157,635.9456787,-0.02192573994,635.9456787,-0.02060381323,635.9456787,-0.02051063627,635.9456787,-0.02161517739,635.9456787,0.006492891349,635.9456787,0.01787540689,
635.0651855,0.001624427736,635.0651855,-0.02237284742,635.0651855,-0.02135688998,635.0651855,-0.02176268212,635.0651855,-0.02068206295,635.0651855,-0.0208915621,635.0651855,-0.02074558847,635.0651855,-0.02145594545,635.0651855,0.007097868249,635.0651855,0.01746425405,
634.0376587,0.000354471762,634.0376587,-0.02204134874,634.0376587,-0.02084685862,634.0376587,-0.02061482333,634.0376587,-0.02178011276,634.0376587,-0.02039857022,634.0376587,-0.02123320848,634.0376587,-0.02082628012,634.0376587,0.006876162719,634.0376587,0.01792158931,
633.0098877,0.0002816529886,633.0098877,-0.02247329615,633.0098877,-0.02150152437,633.0098877,-0.02051656134,633.0098877,-0.02163566835,633.0098877,-0.02096985839,633.0098877,-0.02068823203,633.0098877,-0.02149014175,633.0098877,0.007498766296,633.0098877,0.01708078943,
631.9817505,-0.0008191391826,631.9817505,-0.02260487899,631.9817505,-0.02107674628,631.9817505,-0.02146589942,631.9817505,-0.02219357714,631.9817505,-0.02106052078,631.9817505,-0.02097099274,631.9817505,-0.02240569331,631.9817505,0.006242160685,631.9817505,0.01714358106,
630.9533691,-0.0002334804303,630.9533691,-0.02211791277,630.9533691,-0.02141332068,630.9533691,-0.02102081478,630.9533691,-0.02199351415,630.9533691,-0.02100286074,630.9533691,-0.02101755887,630.9533691,-0.02171432413,630.9533691,0.006704568863,630.9533691,0.01664061099,
630.0716553,-0.00079366297,630.0716553,-0.02313906513,630.0716553,-0.02178917266,630.0716553,-0.02185716666,630.0716553,-0.02153601311,630.0716553,-0.02210069261,630.0716553,-0.02092856728,630.0716553,-0.0218615476,630.0716553,0.005575151648,630.0716553,0.01584811322,
629.0426636,-5.337358743E-5,629.0426636,-0.02206536196,629.0426636,-0.02125702053,629.0426636,-0.02097992226,629.0426636,-0.02183835953,629.0426636,-0.0206312146,629.0426636,-0.02073389105,629.0426636,-0.02205227315,629.0426636,0.005101895425,629.0426636,0.01663695276,
628.0134277,-0.0002789611171,628.0134277,-0.02249546722,628.0134277,-0.02151975408,628.0134277,-0.0211030338,628.0134277,-0.02239089459,628.0134277,-0.02117665671,628.0134277,-0.02085978538,628.0134277,-0.02251896448,628.0134277,0.004301711917,628.0134277,0.01583315991,
626.9838867,0.0002461158438,626.9838867,-0.02198854275,626.9838867,-0.02053058706,626.9838867,-0.02097627148,626.9838867,-0.02174416557,626.9838867,-0.02060252987,626.9838867,-0.0207706131,626.9838867,-0.02280662768,626.9838867,0.004176057875,626.9838867,0.01594628021,
625.9540405,-0.0004323392641,625.9540405,-0.02204484306,625.9540405,-0.02104661241,625.9540405,-0.02119204029,625.9540405,-0.02226932719,625.9540405,-0.02074756287,625.9540405,-0.0208213944,625.9540405,-0.02171629295,625.9540405,0.003186341375,625.9540405,0.01492099371,
625.0710449,-0.0006218532799,625.0710449,-0.02234024554,625.0710449,-0.02110544965,625.0710449,-0.02070990205,625.0710449,-0.02226180211,625.0710449,-0.02130355686,625.0710449,-0.02071572654,625.0710449,-0.02219377458,625.0710449,0.00388016738,625.0710449,0.01455513202,
624.0406494,-0.0003576485615,624.0406494,-0.02261465974,624.0406494,-0.02143357508,624.0406494,-0.02222255059,624.0406494,-0.02211835608,624.0406494,-0.02101134509,624.0406494,-0.0208694078,624.0406494,-0.02147659287,624.0406494,0.00311200344,624.0406494,0.01395778172,
623.0099487,0.000345818873,623.0099487,-0.0218600221,623.0099487,-0.02055132575,623.0099487,-0.02008414641,623.0099487,-0.02122862451,623.0099487,-0.02044677734,623.0099487,-0.02055211551,623.0099487,-0.02082637884,623.0099487,0.00385948224,623.0099487,0.01473408844,
621.9790039,2.894147656E-5,621.9790039,-0.02193336934,621.9790039,-0.02121191099,621.9790039,-0.02128418349,621.9790039,-0.02205325663,621.9790039,-0.02134363167,621.9790039,-0.02122960985,621.9790039,-0.02223873325,621.9790039,0.00217613671,621.9790039,0.01444884855,
620.9476929,-0.0004614568898,620.9476929,-0.02176967449,620.9476929,-0.02033173107,620.9476929,-0.02074016072,620.9476929,-0.02178676054,620.9476929,-0.02087932639,620.9476929,-0.02059448138,620.9476929,-0.02106772177,620.9476929,0.001755713485,620.9476929,0.01412333455,
620.0635376,0.0006094206474,620.0635376,-0.02179857716,620.0635376,-0.02105923928,620.0635376,-0.02094849758,620.0635376,-0.02155414224,620.0635376,-0.021283051,620.0635376,-0.0207686387,620.0635376,-0.02166807838,620.0635376,0.001492506242,620.0635376,0.01276919339,
619.0316772,0.0006152273272,619.0316772,-0.02155261487,619.0316772,-0.02137680165,619.0316772,-0.02120466344,619.0316772,-0.02130685933,619.0316772,-0.02067391761,619.0316772,-0.02042879909,619.0316772,-0.02158892341,619.0316772,0.001443545916,619.0316772,0.01236635912,
617.9995728,-0.000186494246,617.9995728,-0.02274462953,617.9995728,-0.02127876133,617.9995728,-0.02121743187,617.9995728,-0.02210452966,617.9995728,-0.02116763406,617.9995728,-0.02117591724,617.9995728,-0.02202176303,617.9995728,-0.0003138316097,617.9995728,0.01208298933,
616.9671631,-2.536750799E-5,616.9671631,-0.02181088738,616.9671631,-0.02100961842,616.9671631,-0.02148408256,616.9671631,-0.02111787722,616.9671631,-0.02032026835,616.9671631,-0.02133032307,616.9671631,-0.02097612433,616.9671631,0.0001067150733,616.9671631,0.01117347926,
615.9344482,-0.0004570609308,615.9344482,-0.02222028933,615.9344482,-0.02137778699,615.9344482,-0.02126466297,615.9344482,-0.02173229866,615.9344482,-0.02076454274,615.9344482,-0.02141785435,615.9344482,-0.02252097987,615.9344482,-0.0005661193863,615.9344482,0.01158313081,
615.0490723,0.0004959476064,615.0490723,-0.02141997218,615.0490723,-0.02024002746,615.0490723,-0.02067134902,615.0490723,-0.02125613391,615.0490723,-0.02020148188,615.0490723,-0.02053093165,615.0490723,-0.02160291187,615.0490723,-0.0007682886207,615.0490723,0.01157887653,
