baseline,,bm3,,bm3_lauric10mM_ul_50,,bm3_lauric10mM_ul_100,,bm3_lauric10mM_ul_150,,bm3_lauric10mM_ul_200,,bm3_lauric10mM_ul_250,,bm3_lauric10mM_ul_300,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
684.0240479,-0.0002127822954,684.0240479,0.008271859959,684.0240479,0.008253787644,684.0240479,0.007694439963,684.0240479,0.007752226666,684.0240479,0.007950545289,684.0240479,0.006995629519,684.0240479,0.008293996565,
683.0114746,0.0003014949616,683.0114746,0.008299748413,683.0114746,0.008675665595,683.0114746,0.00765815936,683.0114746,0.00615556119,683.0114746,0.007312763017,683.0114746,0.007382662967,683.0114746,0.007685745135,
681.9985962,-0.001100776601,681.9985962,0.007408150937,681.9985962,0.007922758348,681.9985962,0.007389903534,681.9985962,0.005688648671,681.9985962,0.007131602149,681.9985962,0.00666923821,681.9985962,0.007122865412,
680.9854126,-0.0006032933597,680.9854126,0.007829471491,680.9854126,0.0077722813,680.9854126,0.008033231832,680.9854126,0.006058453117,680.9854126,0.007317080162,680.9854126,0.007197524887,680.9854126,0.008137930185,
679.9718628,8.004678966E-5,679.9718628,0.007429769263,679.9718628,0.008285131305,679.9718628,0.007618641481,679.9718628,0.005990104284,679.9718628,0.008613637649,679.9718628,0.007202630863,679.9718628,0.008150406182,
678.9580078,0.0003549121902,678.9580078,0.009052834474,678.9580078,0.008757645264,678.9580078,0.007959984243,678.9580078,0.007227608003,678.9580078,0.007874939591,678.9580078,0.007683531847,678.9580078,0.008238802664,
677.9438477,-0.0006574199069,677.9438477,0.008223633282,677.9438477,0.008282703348,677.9438477,0.007823066786,677.9438477,0.006494100206,677.9438477,0.008321094327,677.9438477,0.008071837947,677.9438477,0.00827652961,
676.9293213,0.0002317153412,676.9293213,0.008440379053,676.9293213,0.008411293849,676.9293213,0.007554814685,676.9293213,0.006942862179,676.9293213,0.009118309245,676.9293213,0.00800981652,676.9293213,0.008878951892,
676.0595093,3.357539754E-5,676.0595093,0.008259829134,676.0595093,0.008915307932,676.0595093,0.007796315942,676.0595093,0.007535850164,676.0595093,0.007833319716,676.0595093,0.007899032906,676.0595093,0.008374926634,
675.0443726,0.0010516732,675.0443726,0.008952936158,675.0443726,0.01021599025,675.0443726,0.008900590241,675.0443726,0.008686097339,675.0443726,0.008496628143,675.0443726,0.009092113003,675.0443726,0.009083098732,
674.0289917,0.0002288922697,674.0289917,0.008836337365,674.0289917,0.009183186106,674.0289917,0.008807965554,674.0289917,0.007797818165,674.0289917,0.00754501624,674.0289917,0.008463210426,674.0289917,0.007881529629,
673.0132446,-0.0009728432633,673.0132446,0.007752727251,673.0132446,0.008830842562,673.0132446,0.007754861843,673.0132446,0.007361731026,673.0132446,0.008701018989,673.0132446,0.00721539557,673.0132446,0.0072937035,
671.9971924,-0.0005428000586,671.9971924,0.008218251169,671.9971924,0.008426865563,671.9971924,0.008192399517,671.9971924,0.006681487896,671.9971924,0.008154441603,671.9971924,0.007854932919,671.9971924,0.008372921497,
670.980835,0.0008018328226,670.980835,0.008805111982,670.980835,0.01031586155,670.980835,0.008649918251,670.980835,0.009138083085,670.980835,0.008807119913,670.980835,0.009536821395,670.980835,0.008977644145,
669.9641724,0.0004298938729,669.9641724,0.00903903693,669.9641724,0.009893737733,669.9641724,0.009224697948,669.9641724,0.008110526949,669.9641724,0.009219832718,669.9641724,0.008936975151,669.9641724,0.009502688423,
668.9472046,-0.000876390608,668.9472046,0.00888590049,668.9472046,0.009224459529,668.9472046,0.008787730709,668.9472046,0.007726612967,668.9472046,0.008789869957,668.9472046,0.008809893392,668.9472046,0.009257327765,
667.9298706,-0.0003064335033,667.9298706,0.008196567185,667.9298706,0.009820969775,667.9298706,0.008053589612,667.9298706,0.00853377115,667.9298706,0.009183476679,667.9298706,0.008981211111,667.9298706,0.008684592322,
667.0576172,-0.000393547205,667.0576172,0.008988320827,667.0576172,0.009785597213,667.0576172,0.009126927704,667.0576172,0.007513804827,667.0576172,0.009365390055,667.0576172,0.008955552243,667.0576172,0.009282053448,
666.0397339,0.001036623144,666.0397339,0.008558561094,666.0397339,0.009529359639,666.0397339,0.009429272264,666.0397339,0.008837764151,666.0397339,0.009624229744,666.0397339,0.009718591347,666.0397339,0.009774954058,
665.0215454,-0.00077567884,665.0215454,0.007620696444,665.0215454,0.008810157888,665.0215454,0.008763772435,665.0215454,0.007225344423,665.0215454,0.009138876572,665.0215454,0.008419633843,665.0215454,0.009090447798,
664.0029907,0.0002359370264,664.0029907,0.008890603669,664.0029907,0.009714356624,664.0029907,0.01047013979,664.0029907,0.009022254497,664.0029907,0.01039618813,664.0029907,0.01030303165,664.0029907,0.0105410805,
662.9841309,-0.0007286996115,662.9841309,0.009491099976,662.9841309,0.0104828421,662.9841309,0.009305326268,662.9841309,0.008923657238,662.9841309,0.01021376345,662.9841309,0.01017398573,662.9841309,0.01029372774,
661.9649658,0.0002446136205,661.9649658,0.008689160459,661.9649658,0.01018270478,661.9649658,0.01001676638,661.9649658,0.009186543524,661.9649658,0.01046451833,661.9649658,0.01043436956,661.9649658,0.01105187554,
660.9455566,-0.001403957605,660.9455566,0.008388360031,660.9455566,0.009947341867,660.9455566,0.009123993106,660.9455566,0.009116564877,660.9455566,0.0102181891,660.9455566,0.009890215471,660.9455566,0.0104328841,
660.0714722,-0.0001478872437,660.0714722,0.00910696853,660.0714722,0.009845145047,660.0714722,0.01049795747,660.0714722,0.009582945146,660.0714722,0.01101579051,660.0714722,0.01107048895,660.0714722,0.01159719471,
659.0513916,-0.0001148149749,659.0513916,0.009376499802,659.0513916,0.009942785837,659.0513916,0.01073425636,659.0513916,0.009867732413,659.0513916,0.01148426998,659.0513916,0.01111042872,659.0513916,0.01127412915,
658.0310669,-0.0005922810524,658.0310669,0.00883884728,658.0310669,0.009688282385,658.0310669,0.01017138921,658.0310669,0.01026621461,658.0310669,0.01070416812,658.0310669,0.01100416202,658.0310669,0.01098685153,
657.010376,-0.0004025989911,657.010376,0.009781466797,657.010376,0.01038163342,657.010376,0.01056625042,657.010376,0.01044762693,657.010376,0.01129703037,657.010376,0.01092266012,657.010376,0.01111234073,
655.9893799,-0.0007465822855,655.9893799,0.009687991813,655.9893799,0.01043887716,655.9893799,0.01032034121,655.9893799,0.0108488705,655.9893799,0.01195120532,655.9893799,0.01103711221,655.9893799,0.01210284512,
654.9681396,-0.0004108747526,654.9681396,0.00991979707,654.9681396,0.01057834551,654.9681396,0.01077225432,654.9681396,0.01092804875,654.9681396,0.01156840194,654.9681396,0.01131485775,654.9681396,0.0121052945,
653.9465332,-2.4435667E-5,653.9465332,0.008862148039,653.9465332,0.01053972729,653.9465332,0.01117095631,653.9465332,0.01079366915,653.9465332,0.01225547027,653.9465332,0.01183039416,653.9465332,0.01184002403,
653.0706177,-1.242524718E-6,653.0706177,0.009837227874,653.0706177,0.01143044885,653.0706177,0.01157512795,653.0706177,0.01169198565,653.0706177,0.01226683985,653.0706177,0.01315817982,653.0706177,0.01231892686,
652.0484619,-0.0005961586721,652.0484619,0.009117173031,652.0484619,0.01006511319,652.0484619,0.01079297904,652.0484619,0.01081277616,652.0484619,0.01175448205,652.0484619,0.01202483661,652.0484619,0.01215523202,
651.026001,-0.001493998687,651.026001,0.00892471429,651.026001,0.01013185363,651.026001,0.01011041831,651.026001,0.01057213824,651.026001,0.01156872138,651.026001,0.01187386271,651.026001,0.0119079696,
650.0031738,-0.0005514350487,650.0031738,0.008759968914,650.0031738,0.01051726472,650.0031738,0.011135526,650.0031738,0.01049854141,650.0031738,0.01259291079,650.0031738,0.01144873444,650.0031738,0.01325400639,
648.9801025,-0.0001601528347,648.9801025,0.00941974856,648.9801025,0.01127792802,648.9801025,0.01232752856,648.9801025,0.01110535674,648.9801025,0.01269250363,648.9801025,0.01242879219,648.9801025,0.01246142481,
647.9567261,0.0007757182466,647.9567261,0.01087323576,647.9567261,0.01219125092,647.9567261,0.01240668446,647.9567261,0.01289725211,647.9567261,0.01377155725,647.9567261,0.01387930568,647.9567261,0.01356882695,
646.9329834,-0.000406892068,646.9329834,0.00965628121,646.9329834,0.01212725416,646.9329834,0.01180812996,646.9329834,0.01157781295,646.9329834,0.0128400838,646.9329834,0.01303708553,646.9329834,0.01259688102,
646.0552979,-0.0002585238544,646.0552979,0.00877922494,646.0552979,0.01077347435,646.0552979,0.01156534534,646.0552979,0.01039823052,646.0552979,0.01265017968,646.0552979,0.01211173553,646.0552979,0.01174251456,
645.0310059,-0.0001610326435,645.0310059,0.01049411204,645.0310059,0.01104534324,645.0310059,0.01137488149,645.0310059,0.01161008887,645.0310059,0.01306389458,645.0310059,0.012200756,645.0310059,0.01256684959,
644.0064697,0.001255366486,644.0064697,0.00939020142,644.0064697,0.01208410691,644.0064697,0.01223741751,644.0064697,0.01188527513,644.0064697,0.01258683484,644.0064697,0.01338639949,644.0064697,0.01316437032,
642.9815674,0.0001724088797,642.9815674,0.01067713276,642.9815674,0.01158291753,642.9815674,0.01268154941,642.9815674,0.01208160538,642.9815674,0.01359321177,642.9815674,0.01282320637,642.9815674,0.01300382335,
641.9563599,-7.594279305E-5,641.9563599,0.0103635788,641.9563599,0.01156481355,641.9563599,0.01227187272,641.9563599,0.01124979462,641.9563599,0.0132932933,641.9563599,0.01313256565,641.9563599,0.01314523909,
640.9309082,0.0003531505063,640.9309082,0.009459218942,640.9309082,0.01110299304,640.9309082,0.01127489936,640.9309082,0.01128746569,640.9309082,0.01222216152,640.9309082,0.01192539651,640.9309082,0.0121792974,
640.0516968,-0.0005055692163,640.0516968,0.009877477773,640.0516968,0.01019619312,640.0516968,0.01121225953,640.0516968,0.01083782967,640.0516968,0.01210617274,640.0516968,0.01102059707,640.0516968,0.01139034703,
639.0256348,0.0008898351225,639.0256348,0.01043020654,639.0256348,0.01060778834,639.0256348,0.01120506041,639.0256348,0.01072680019,639.0256348,0.01219378039,639.0256348,0.01227490883,639.0256348,0.01184066199,
637.9992676,0.0002867558505,637.9992676,0.009601999074,637.9992676,0.01147036906,637.9992676,0.01140937489,637.9992676,0.01106791385,637.9992676,0.01224923972,637.9992676,0.0120351892,637.9992676,0.01268106978,
636.9725952,-0.0006767529412,636.9725952,0.009769632481,636.9725952,0.01108936965,636.9725952,0.01034266222,636.9725952,0.01036752854,636.9725952,0.01183478348,636.9725952,0.01180374157,636.9725952,0.01141554024,
635.9456787,0.0003632025328,635.9456787,0.01059118286,635.9456787,0.01188580785,635.9456787,0.01189722028,635.9456787,0.0113158403,635.9456787,0.0122134285,635.9456787,0.01247754227,635.9456787,0.01295901556,
635.0651855,-0.0002946376626,635.0651855,0.009723144583,635.0651855,0.01136340201,635.0651855,0.01165058371,635.0651855,0.01143121999,635.0651855,0.01171669085,635.0651855,0.01136401389,635.0651855,0.01142587792,
634.0376587,9.558151214E-5,634.0376587,0.01041989215,634.0376587,0.01171687711,634.0376587,0.0113952104,634.0376587,0.01162412763,634.0376587,0.01247271989,634.0376587,0.01188035309,634.0376587,0.01318280771,
633.0098877,-0.0006691542221,633.0098877,0.009743926115,633.0098877,0.01148623694,633.0098877,0.01054415666,633.0098877,0.01101868507,633.0098877,0.01145901997,633.0098877,0.01083748508,633.0098877,0.01201799698,
631.9817505,-0.0003064335033,631.9817505,0.01041816827,631.9817505,0.01110036392,631.9817505,0.01185734197,631.9817505,0.01114227157,631.9817505,0.01219676249,631.9817505,0.01197499409,631.9817505,0.01269767433,
630.9533691,-0.0003140902845,630.9533691,0.00940464437,630.9533691,0.01065118704,630.9533691,0.01127301343,630.9533691,0.01024620328,630.9533691,0.01117334608,630.9533691,0.0116072977,630.9533691,0.01135737076,
630.0716553,1.252898983E-5,630.0716553,0.009750650264,630.0716553,0.01138404943,630.0716553,0.01104032435,630.0716553,0.01114248391,630.0716553,0.01218512841,630.0716553,0.01199362054,630.0716553,0.0122762667,
629.0426636,-0.0004498721391,629.0426636,0.0100093754,629.0426636,0.01125215832,629.0426636,0.01068567578,629.0426636,0.01055755094,629.0426636,0.01119087636,629.0426636,0.01202449016,629.0426636,0.01122105215,
628.0134277,-0.0003119691683,628.0134277,0.01044187322,628.0134277,0.01150758099,628.0134277,0.01086176932,628.0134277,0.01028715353,628.0134277,0.01185550634,628.0134277,0.01114081126,628.0134277,0.01161125861,
626.9838867,-0.0003127969103,626.9838867,0.009857670404,626.9838867,0.01104698982,626.9838867,0.0108821271,626.9838867,0.01051384304,626.9838867,0.0109552592,626.9838867,0.01134044491,626.9838867,0.01152592152,
625.9540405,0.000367995468,625.9540405,0.01032447629,625.9540405,0.01107250713,625.9540405,0.01120033301,625.9540405,0.01083106175,625.9540405,0.01197698992,625.9540405,0.01215866581,625.9540405,0.01197664347,
625.0710449,4.499214265E-5,625.0710449,0.01015485357,625.0710449,0.01131977327,625.0710449,0.01103604957,625.0710449,0.0098737441,625.0710449,0.01143281441,625.0710449,0.01240130328,625.0710449,0.01251619868,
624.0406494,-0.0004017197061,624.0406494,0.01026414707,624.0406494,0.01092942897,624.0406494,0.01051564608,624.0406494,0.009335872717,624.0406494,0.01126453839,624.0406494,0.01107919961,624.0406494,0.01171373855,
623.0099487,-0.0008617167477,623.0099487,0.01030236855,623.0099487,0.01080102008,623.0099487,0.01090872381,623.0099487,0.01042397507,623.0099487,0.01070369035,623.0099487,0.01159618422,623.0099487,0.01201169007,
621.9790039,0.001317157876,621.9790039,0.01051323302,621.9790039,0.01160503738,621.9790039,0.01202273462,621.9790039,0.01055362541,621.9790039,0.01223550085,621.9790039,0.01214761846,621.9790039,0.01237722579,
620.9476929,-0.0005992089864,620.9476929,0.009574053809,620.9476929,0.0106701823,620.9476929,0.01076347101,620.9476929,0.01032983139,620.9476929,0.01112641674,620.9476929,0.01111034956,620.9476929,0.0114169484,
620.0635376,0.000229954152,620.0635376,0.01094548963,620.0635376,0.01152103115,620.0635376,0.01146866754,620.0635376,0.01060863677,620.0635376,0.01204514224,620.0635376,0.01177700981,620.0635376,0.01219175663,
619.0316772,-0.0001868047402,619.0316772,0.01036919933,619.0316772,0.01158605516,619.0316772,0.01106592175,619.0316772,0.01081036124,619.0316772,0.01167725399,619.0316772,0.01177727617,619.0316772,0.01223728433,
617.9995728,-0.0007071463624,617.9995728,0.01012210269,617.9995728,0.01102341153,617.9995728,0.01062261686,617.9995728,0.01041983906,617.9995728,0.011316319,617.9995728,0.01144219656,617.9995728,0.01121688168,
616.9671631,-0.0002407245483,616.9671631,0.01017944515,616.9671631,0.01163149253,616.9671631,0.01099534705,616.9671631,0.01035586372,616.9671631,0.01216255222,616.9671631,0.01181451418,616.9671631,0.01078313403,
615.9344482,-0.0003514409764,615.9344482,0.0103496071,615.9344482,0.01118163299,615.9344482,0.01162348967,615.9344482,0.01056877058,615.9344482,0.01183284167,615.9344482,0.01243960764,615.9344482,0.01178190392,
615.0490723,-0.0004926928086,615.0490723,0.01097686868,615.0490723,0.01176778041,615.0490723,0.01127723698,615.0490723,0.01098698378,615.0490723,0.01174714137,615.0490723,0.01200548932,615.0490723,0.01188011374,
614.0158081,0.0001745582704,614.0158081,0.01189299021,614.0158081,0.01193561312,614.0158081,0.01243164297,614.0158081,0.01102497801,614.0158081,0.01248239074,614.0158081,0.01219335478,614.0158081,0.0128172338,
612.9822998,0.0006049879594,612.9822998,0.01190078538,612.9822998,0.01177905779,612.9822998,0.01206872333,612.9822998,0.01104595419,612.9822998,0.01317851245,612.9822998,0.01239629649,612.9822998,0.01248636004,
611.9484863,-0.0002051237389,611.9484863,0.01105036121,611.9484863,0.01236279029,611.9484863,0.01207242254,611.9484863,0.01197150815,611.9484863,0.01308833156,611.9484863,0.0124687776,611.9484863,0.01227197982,
611.0621338,-5.508184768E-5,611.0621338,0.01228116639,611.0621338,0.01229152456,611.0621338,0.01205679961,611.0621338,0.0112204412,611.0621338,0.01245377958,611.0621338,0.01223608665,611.0621338,0.0129462406,
610.027771,-0.0003269202425,610.027771,0.01218297146,610.027771,0.01208453346,610.027771,0.01241091918,610.027771,0.01205890253,610.027771,0.01222903095,610.027771,0.01311933249,610.027771,0.01279270649,
608.993103,0.000422846002,608.993103,0.01244141906,608.993103,0.01271126885,608.993103,0.01249435265,608.993103,0.01151547488,608.993103,0.01296258904,608.993103,0.01268202905,608.993103,0.01317581721,
607.9581909,2.096768412E-6,607.9581909,0.0127389906,607.9581909,0.01313774195,607.9581909,0.01256450545,607.9581909,0.01211370528,607.9581909,0.01319767162,607.9581909,0.01274024323,607.9581909,0.0127721522,
607.0708618,-5.368417987E-5,607.0708618,0.01319049299,607.0708618,0.01352922153,607.0708618,0.01278172247,607.0708618,0.01285952143,607.0708618,0.01333242282,607.0708618,0.01329713687,607.0708618,0.01373225451,
606.0354004,-0.0002141794539,606.0354004,0.01315423101,606.0354004,0.01370591111,606.0354004,0.01304572821,606.0354004,0.01280672941,606.0354004,0.01371259056,606.0354004,0.01375258714,606.0354004,0.01391578931,
604.9996948,-0.0006981525803,604.9996948,0.01414767001,604.9996948,0.01358410344,604.9996948,0.01380549278,604.9996948,0.0129041858,604.9996948,0.0139111653,604.9996948,0.01387762185,604.9996948,0.01420998666,
603.963623,0.0003545494692,603.963623,0.01525734831,603.963623,0.0146399159,603.963623,0.01454308722,603.963623,0.01368953474,603.963623,0.01514706016,603.963623,0.01447148994,603.963623,0.01476480532,
602.9273071,0.0001763969194,602.9273071,0.01592117362,602.9273071,0.01472107321,602.9273071,0.01461448148,602.9273071,0.0138242254,602.9273071,0.01443862543,602.9273071,0.01519994903,602.9273071,0.01521715987,
602.0388184,-3.551409463E-5,602.0388184,0.01548326761,602.0388184,0.015255793,602.0388184,0.01485662069,602.0388184,0.0139527563,602.0388184,0.01509179175,602.0388184,0.0146159539,602.0388184,0.01490845624,
601.0019531,0.0002314822341,601.0019531,0.01601640321,601.0019531,0.01512183715,601.0019531,0.01554515865,601.0019531,0.01458058972,601.0019531,0.01593309641,601.0019531,0.01543817669,601.0019531,0.01561331004,
599.9648438,-1.496183177E-5,599.9648438,0.01679742336,599.9648438,0.01559704915,599.9648438,0.0153536927,599.9648438,0.01448112447,599.9648438,0.0159669593,599.9648438,0.01574290916,599.9648438,0.01594883204,
598.9274292,0.0001700782304,598.9274292,0.01726539619,598.9274292,0.01614762656,598.9274292,0.0158430934,598.9274292,0.01517968252,598.9274292,0.01710709557,598.9274292,0.01634097472,598.9274292,0.01735876501,
598.0379639,4.830590478E-5,598.0379639,0.01697953977,598.0379639,0.01676147617,598.0379639,0.01601720788,598.0379639,0.01553265657,598.0379639,0.01667383127,598.0379639,0.01622468606,598.0379639,0.01648436673,
597.000061,0.00069507648,597.000061,0.01840171218,597.000061,0.0176430922,597.000061,0.01701959595,597.000061,0.01677982695,597.000061,0.01754171029,597.000061,0.01737016067,597.000061,0.01747166552,
595.961853,-1.827510823E-5,595.961853,0.01866272651,595.961853,0.01848044433,595.961853,0.0175565891,595.961853,0.01709602959,595.961853,0.01884714141,595.961853,0.01804507896,595.961853,0.01782952808,
595.0717163,0.0001421890192,595.0717163,0.01954815909,595.0717163,0.01833339222,595.0717163,0.01796958223,595.0717163,0.01691375673,595.0717163,0.01810320653,595.0717163,0.01767959632,595.0717163,0.01787357405,
594.032959,-0.0002364815882,594.032959,0.0206054505,594.032959,0.01957675442,594.032959,0.01834854111,594.032959,0.01797157899,594.032959,0.01930831745,594.032959,0.01862354577,594.032959,0.01850307919,
592.9939575,-7.164644921E-5,592.9939575,0.0215973556,592.9939575,0.01965902932,592.9939575,0.01968142949,592.9939575,0.01952901669,592.9939575,0.0194907859,592.9939575,0.01954377256,592.9939575,0.02027480304,
591.9546509,0.0001173310593,591.9546509,0.0232937932,591.9546509,0.0209942963,591.9546509,0.02032503672,591.9546509,0.02032495663,591.9546509,0.02058647759,591.9546509,0.02014840022,591.9546509,0.02069299854,
591.0635986,-0.0001970510493,591.0635986,0.02395131439,591.0635986,0.02161591128,591.0635986,0.02162002027,591.0635986,0.02064657584,591.0635986,0.02075419575,591.0635986,0.02098253183,591.0635986,0.02122732438,
590.0237427,-0.000633898715,590.0237427,0.0242448356,590.0237427,0.02213298902,590.0237427,0.02108135074,590.0237427,0.02080201544,590.0237427,0.02239952609,590.0237427,0.02159849927,590.0237427,0.02150247246,
588.9836426,-0.0004022369394,588.9836426,0.02618236654,588.9836426,0.02404170111,588.9836426,0.02347707003,588.9836426,0.02215499803,588.9836426,0.02298920229,588.9836426,0.02197151631,588.9836426,0.02295978181,
587.9432983,-0.000302967208,587.9432983,0.02688652277,587.9432983,0.02530496754,587.9432983,0.0241529569,587.9432983,0.0234112516,587.9432983,0.02427817695,587.9432983,0.0239194762,587.9432983,0.02351032384,
587.0512695,-0.0003089685342,587.0512695,0.02866041474,587.0512695,0.02709818445,587.0512695,0.02531026304,587.0512695,0.02437142469,587.0512695,0.02593237534,587.0512695,0.024459159,587.0512695,0.02467002533,
586.010376,-0.0007665831363,586.010376,0.02968632057,586.010376,0.02721356414,586.010376,0.026776243,586.010376,0.02458643913,586.010376,0.02564254403,586.010376,0.0253293328,586.010376,0.02544973232,
584.9692383,0.0001624130382,584.9692383,0.03331857547,584.9692383,0.03076544777,584.9692383,0.02891231328,584.9692383,0.02760081552,584.9692383,0.02868353203,584.9692383,0.02855744958,584.9692383,0.02823003195,
583.9277954,0.0003141362686,583.9277954,0.03594044596,583.9277954,0.03285797685,583.9277954,0.03133980557,583.9277954,0.02869486995,583.9277954,0.03028870188,583.9277954,0.03006271832,583.9277954,0.02959051169,
583.0349121,-0.0001354142732,583.0349121,0.0374737978,583.0349121,0.03416737914,583.0349121,0.03284884617,583.0349121,0.03075377643,583.0349121,0.0314062275,583.0349121,0.03109300323,583.0349121,0.03066587262,
581.9929199,0.00025875555,581.9929199,0.03999091312,581.9929199,0.03615690768,581.9929199,0.03467237577,581.9929199,0.03268747404,581.9929199,0.03325756267,581.9929199,0.03258310258,581.9929199,0.03200171888,
580.9506836,-8.060142864E-5,580.9506836,0.0418390967,580.9506836,0.03780961782,580.9506836,0.03641409427,580.9506836,0.03474256024,580.9506836,0.03533545882,580.9506836,0.03383041918,580.9506836,0.03356163949,
580.0571289,-1.863785769E-6,580.0571289,0.04443966597,580.0571289,0.04078243673,580.0571289,0.03867005929,580.0571289,0.0365518257,580.0571289,0.03709845245,580.0571289,0.03648827597,580.0571289,0.03559460491,
579.0144043,0.0002655417775,579.0144043,0.04738168791,579.0144043,0.04307970405,579.0144043,0.04065233842,579.0144043,0.03798991442,579.0144043,0.03882484138,579.0144043,0.03780761361,579.0144043,0.03731986508,
577.9713745,-3.002668564E-5,577.9713745,0.04925876111,577.9713745,0.04557682574,577.9713745,0.04333230108,577.9713745,0.04052105919,577.9713745,0.04058676586,577.9713745,0.03998327628,577.9713745,0.03970091045,
576.9281006,0.0002019057138,576.9281006,0.05261590332,576.9281006,0.04785726219,576.9281006,0.04480746388,576.9281006,0.04265001789,576.9281006,0.04303974286,576.9281006,0.04212046415,576.9281006,0.04147380218,
576.0336304,-0.0001026516184,576.0336304,0.05368641019,576.0336304,0.04943517596,576.0336304,0.0457534194,576.0336304,0.04399081692,576.0336304,0.04434794188,576.0336304,0.04313773662,576.0336304,0.04288610816,
574.9898071,-0.0005358195049,574.9898071,0.05533751845,574.9898071,0.05078149214,574.9898071,0.04736144841,574.9898071,0.04588332772,574.9898071,0.04597212002,574.9898071,0.04483185709,574.9898071,0.04420115426,
573.9457397,0.0002631847165,573.9457397,0.05798111856,573.9457397,0.05336478353,573.9457397,0.05053487793,573.9457397,0.04753521457,573.9457397,0.04738737643,573.9457397,0.04692497477,573.9457397,0.04677566886,
573.0506592,7.608552551E-5,573.0506592,0.05922845006,573.0506592,0.05459010229,573.0506592,0.05107197538,573.0506592,0.04863173515,573.0506592,0.04880682006,573.0506592,0.04806019738,573.0506592,0.04801888019,
572.0060425,-0.000492744497,572.0060425,0.0596478954,572.0060425,0.05458678678,572.0060425,0.05156093836,572.0060425,0.0488384217,572.0060425,0.04948068783,572.0060425,0.04844554886,572.0060425,0.04775002226,
570.9612427,-0.0004023403744,570.9612427,0.06120344624,570.9612427,0.05604645982,570.9612427,0.05264705047,570.9612427,0.05086817965,570.9612427,0.0504093878,570.9612427,0.04957489297,570.9612427,0.04910795763,
570.0654297,3.624050578E-6,570.0654297,0.06100330129,570.0654297,0.0562704131,570.0654297,0.05329843238,570.0654297,0.05121268705,570.0654297,0.05078789219,570.0654297,0.05093471333,570.0654297,0.04954094812,
569.0200806,-0.0004184262361,569.0200806,0.06057379395,569.0200806,0.0567237027,569.0200806,0.05364757031,569.0200806,0.05097441748,569.0200806,0.05108627304,569.0200806,0.0506631732,569.0200806,0.04985072091,
567.9744873,-0.0001880467316,567.9744873,0.05990407988,567.9744873,0.05641361326,567.9744873,0.05385027081,567.9744873,0.05062448606,567.9744873,0.05158627033,567.9744873,0.05063766241,567.9744873,0.05014043674,
566.9285889,-0.0004752133682,566.9285889,0.06011920422,566.9285889,0.05577979982,566.9285889,0.05306860805,566.9285889,0.05138389394,566.9285889,0.05170951039,566.9285889,0.05066901818,566.9285889,0.05005227029,
566.0319214,-7.413108688E-5,566.0319214,0.05862464756,566.0319214,0.05593832955,566.0319214,0.05321029201,566.0319214,0.05162125453,566.0319214,0.05149302632,566.0319214,0.05070023239,566.0319214,0.05049512908,
564.9855347,-0.0007557300851,564.9855347,0.05847425759,564.9855347,0.05488998815,564.9855347,0.05239657313,564.9855347,0.05098452047,564.9855347,0.05103057623,564.9855347,0.05001956224,564.9855347,0.05002148077,
563.9389038,-0.0004272706283,563.9389038,0.057262104,563.9389038,0.054371126,563.9389038,0.05158653483,563.9389038,0.0502528064,563.9389038,0.05051961169,563.9389038,0.0498598665,563.9389038,0.04954982549,
563.0415649,-0.0007783144829,563.0415649,0.05614487082,563.0415649,0.05274232477,563.0415649,0.05108749494,563.0415649,0.04950352013,563.0415649,0.04958394915,563.0415649,0.04910285398,563.0415649,0.0487893261,
561.9944458,-0.000465180492,561.9944458,0.05441921204,561.9944458,0.05254799873,561.9944458,0.05105785653,561.9944458,0.04930463433,561.9944458,0.04998845607,561.9944458,0.04868231714,561.9944458,0.04874069989,
560.9470825,-0.0004102023668,560.9470825,0.05377871916,560.9470825,0.05174969137,560.9470825,0.04968966916,560.9470825,0.04943508655,560.9470825,0.04892979562,560.9470825,0.04869769514,560.9470825,0.04810863361,
560.0490723,-9.87178646E-5,560.0490723,0.05296419933,560.0490723,0.05131854489,560.0490723,0.0499236621,560.0490723,0.04931594431,560.0490723,0.04841000959,560.0490723,0.0481607765,560.0490723,0.04785500839,
559.0011597,-0.0007907173131,559.0011597,0.05154604465,559.0011597,0.05014982447,559.0011597,0.04896928743,559.0011597,0.04804837331,559.0011597,0.04863677174,559.0011597,0.0477174297,559.0011597,0.0473427996,
557.9530029,-0.0002084355656,557.9530029,0.05114538595,557.9530029,0.04967794195,557.9530029,0.04826137796,557.9530029,0.04839577153,557.9530029,0.04780420288,557.9530029,0.04713125527,557.9530029,0.04694072157,
557.0543823,0.0002029157331,557.0543823,0.05113114417,557.0543823,0.04952333495,557.0543823,0.04843443632,557.0543823,0.04814001173,557.0543823,0.0476450026,557.0543823,0.04733720049,557.0543823,0.04735567793,
556.0057373,-0.0003053470573,556.0057373,0.05013009533,556.0057373,0.04872210696,556.0057373,0.04759760201,556.0057373,0.04730530456,556.0057373,0.04700431973,556.0057373,0.04639919847,556.0057373,0.04667517915,
554.9568481,-0.0002035713114,554.9568481,0.04952612147,554.9568481,0.04792613909,554.9568481,0.04766958579,554.9568481,0.04720388353,554.9568481,0.04698562622,554.9568481,0.04602818191,554.9568481,0.0460431464,
