baseline,,bm3_none,,bm3_none1,,lauricacid_10mM_ul05,,lauricacid_10mM_ul5,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
595.961853,0.0003870641231,595.961853,0.1550960094,595.961853,0.02020773292,595.961853,0.8519960642,595.961853,1.676059008,
595.0717163,-0.0007683919393,595.0717163,0.1654684693,595.0717163,0.0207907185,595.0717163,0.8373721838,595.0717163,1.672603488,
594.032959,0.0001285687467,594.032959,0.1510910541,594.032959,0.02275184542,594.032959,0.8186975718,594.032959,1.680859089,
592.9939575,0.0002964437299,592.9939575,0.1555236727,592.9939575,0.02402498387,592.9939575,0.8287349343,592.9939575,1.677231789,
591.9546509,0.0003859500284,591.9546509,0.1582794636,591.9546509,0.02537343279,591.9546509,0.8611878157,591.9546509,1.686039209,
591.0635986,0.0002335024183,591.0635986,0.1648235917,591.0635986,0.02563257515,591.0635986,0.8578422666,591.0635986,1.673700094,
590.0237427,0.0001768112706,590.0237427,0.1720077991,590.0237427,0.02813813463,590.0237427,0.8576594591,590.0237427,1.669737935,
588.9836426,-1.314987276E-5,588.9836426,0.1659775227,588.9836426,0.028646864,588.9836426,0.8501307964,588.9836426,1.679979801,
587.9432983,-0.0004417005694,587.9432983,0.1682424247,587.9432983,0.03078348003,587.9432983,0.8767721057,587.9432983,1.68815577,
587.0512695,-3.287393702E-5,587.0512695,0.1767335236,587.0512695,0.03289240599,587.0512695,0.8404752016,587.0512695,1.693068147,
586.010376,-0.0003886850318,586.010376,0.1864547431,586.010376,0.03377540782,586.010376,0.8569440246,586.010376,1.697616816,
584.9692383,0.0003054841945,584.9692383,0.1739133596,584.9692383,0.0379075408,584.9692383,0.8636434078,584.9692383,1.685419202,
583.9277954,-4.964644904E-5,583.9277954,0.184177205,583.9277954,0.04037138075,583.9277954,0.8821367025,583.9277954,1.70487833,
583.0349121,-0.0001297210983,583.0349121,0.1865138859,583.0349121,0.04320317879,583.0349121,0.8303061724,583.0349121,1.698338985,
581.9929199,-0.001029867795,581.9929199,0.1812348515,581.9929199,0.04510807618,581.9929199,0.8746551871,581.9929199,1.697798133,
580.9506836,0.0002999925346,580.9506836,0.2037773877,580.9506836,0.04894984514,580.9506836,0.8723963499,580.9506836,1.70759964,
580.0571289,0.00054804096,580.0571289,0.2029529512,580.0571289,0.05274124444,580.0571289,0.8943687081,580.0571289,1.711629748,
579.0144043,0.0005485074944,579.0144043,0.201115489,579.0144043,0.05682267621,579.0144043,0.8851064444,579.0144043,1.717567801,
577.9713745,-0.0002229762467,577.9713745,0.2150190324,577.9713745,0.05855609477,577.9713745,0.890571177,577.9713745,1.714201212,
576.9281006,0.0003929973172,576.9281006,0.2119736224,576.9281006,0.06212642789,576.9281006,0.8960052133,576.9281006,1.71172142,
576.0336304,0.0001416193409,576.0336304,0.2109143436,576.0336304,0.06414473802,576.0336304,0.8799107075,576.0336304,1.715551972,
574.9898071,9.933581896E-5,574.9898071,0.2117016613,574.9898071,0.06607218832,574.9898071,0.9103628993,574.9898071,1.723709345,
573.9457397,7.455798914E-5,573.9457397,0.2241760641,573.9457397,0.06955642253,573.9457397,0.8699130416,573.9457397,1.726315856,
573.0506592,0.0001919091883,573.0506592,0.2250817716,573.0506592,0.07035469264,573.0506592,0.8898259401,573.0506592,1.72669518,
572.0060425,-1.113082362E-5,572.0060425,0.2285595685,572.0060425,0.07187921554,572.0060425,0.9097993374,572.0060425,1.732644558,
570.9612427,0.0005846396671,570.9612427,0.2297915071,570.9612427,0.07373964787,570.9612427,0.906003654,570.9612427,1.723451257,
570.0654297,9.431282524E-5,570.0654297,0.2283366919,570.0654297,0.07394255698,570.0654297,0.8730472326,570.0654297,1.731948018,
569.0200806,0.0004507791309,569.0200806,0.2132364959,569.0200806,0.07432479411,569.0200806,0.8834199905,569.0200806,1.731377244,
567.9744873,-0.0004698349512,567.9744873,0.2145298421,567.9744873,0.07375390828,567.9744873,0.881180048,567.9744873,1.724167705,
566.9285889,0.0001623612479,566.9285889,0.2284945548,566.9285889,0.07306773961,566.9285889,0.8872333765,566.9285889,1.734787464,
566.0319214,0.0003863127495,566.0319214,0.2365514934,566.0319214,0.07245204598,566.0319214,0.914139688,566.0319214,1.735226512,
564.9855347,-0.0003551655391,564.9855347,0.2291223407,564.9855347,0.07169979811,564.9855347,0.9124840498,564.9855347,1.740353465,
563.9389038,3.178913175E-5,563.9389038,0.2203506678,563.9389038,0.07027471066,563.9389038,0.9090453386,563.9389038,1.718525529,
563.0415649,-0.0002787541598,563.0415649,0.2197086662,563.0415649,0.06948056817,563.0415649,0.9084269404,563.0415649,1.724384427,
561.9944458,0.0003950700921,561.9944458,0.218025893,561.9944458,0.0679557398,561.9944458,0.9006274343,561.9944458,1.739544153,
560.9470825,-0.0004670422932,560.9470825,0.2156867087,560.9470825,0.06619746983,560.9470825,0.9002318978,560.9470825,1.726813555,
560.0490723,0.0006241188967,560.0490723,0.2196005434,560.0490723,0.06550891697,560.0490723,0.8841689825,560.0490723,1.740476251,
559.0011597,-0.0001078793139,559.0011597,0.214472279,559.0011597,0.06441748887,559.0011597,0.8987693191,559.0011597,1.739393592,
557.9530029,0.000323695218,557.9530029,0.2129842192,557.9530029,0.0632006377,557.9530029,0.8926355839,557.9530029,1.733828664,
557.0543823,-0.0001905824465,557.0543823,0.2099724859,557.0543823,0.06259915233,557.0543823,0.8921483159,557.0543823,1.736329436,
556.0057373,0.000341596111,556.0057373,0.2131655216,556.0057373,0.06181529537,556.0057373,0.8949714303,556.0057373,1.733759046,
554.9568481,-2.961253813E-5,554.9568481,0.2112013251,554.9568481,0.06137115136,554.9568481,0.8873518705,554.9568481,1.727402329,
554.0575562,0.0005214232951,554.0575562,0.2080554068,554.0575562,0.06079464406,554.0575562,0.8902139664,554.0575562,1.734447002,
553.0081787,0.000531323778,553.0081787,0.2112814486,553.0081787,0.060485892,553.0081787,0.8669528961,553.0081787,1.745004296,
551.9585571,0.0002615011181,551.9585571,0.2060558349,551.9585571,0.06038012728,551.9585571,0.8925362825,551.9585571,1.736510754,
551.0586548,0.0004593822814,551.0586548,0.2081595659,551.0586548,0.06032233313,551.0586548,0.8459112644,551.0586548,1.741671085,
550.0084839,-0.000134430913,550.0084839,0.2010594308,550.0084839,0.06078297272,550.0084839,0.8830814362,550.0084839,1.732381463,
548.9580688,0.0002183512552,548.9580688,0.206850931,548.9580688,0.06150289625,548.9580688,0.8377891779,548.9580688,1.746693015,
548.0575562,0.0001270151261,548.0575562,0.1924798042,548.0575562,0.06187436357,548.0575562,0.87703228,548.0575562,1.736236215,
547.0066528,1.962200804E-5,547.0066528,0.2097187042,547.0066528,0.06259903312,547.0066528,0.9054445028,547.0066528,1.752090931,
545.9555054,0.0002970913192,545.9555054,0.2101465166,545.9555054,0.06391213834,545.9555054,0.8815959096,545.9555054,1.745303512,
545.0543823,-0.0003406292817,545.0543823,0.2124393433,545.0543823,0.06436675042,545.0543823,0.8416293263,545.0543823,1.749155521,
544.0027466,0.0002808241115,544.0027466,0.2147191316,544.0027466,0.06573002785,544.0027466,0.8548153043,544.0027466,1.753157496,
542.9508667,-0.0002554711245,542.9508667,0.2090596408,542.9508667,0.06674675643,542.9508667,0.8295480013,542.9508667,1.752989888,
542.0490723,0.0001175123107,542.0490723,0.2190074772,542.0490723,0.0677709505,542.0490723,0.8350962996,542.0490723,1.762337208,
540.9967041,-4.938761776E-5,540.9967041,0.2223678827,540.9967041,0.06885398179,540.9967041,0.9126511216,540.9967041,1.76227057,
539.9440918,0.0002546372416,539.9440918,0.2242461294,539.9440918,0.06961066276,539.9440918,0.9140729904,539.9440918,1.762371898,
539.041687,-0.0003594073351,539.041687,0.2079955935,539.041687,0.07039256394,539.041687,0.9093287587,539.041687,1.764762998,
537.9885864,-0.0001928076526,537.9885864,0.2171426713,537.9885864,0.07065884769,537.9885864,0.8937050104,537.9885864,1.768279433,
536.9353027,-0.0003425433242,536.9353027,0.2238609344,536.9353027,0.07057390362,536.9353027,0.905647099,536.9353027,1.770897985,
536.0322266,2.210718048E-5,536.0322266,0.2218043357,536.0322266,0.07056568563,536.0322266,0.8574879169,536.0322266,1.760839105,
534.9783936,-0.0003447677591,534.9783936,0.2127139866,534.9783936,0.07035064697,534.9783936,0.847915113,534.9783936,1.767238259,
534.0749512,0.0003743429552,534.0749512,0.2157760859,534.0749512,0.07071337849,534.0749512,0.8760715127,534.0749512,1.769392729,
533.0206909,-8.365539543E-5,533.0206909,0.2236194909,533.0206909,0.07041095197,533.0206909,0.9370090365,533.0206909,1.779329062,
531.9661865,9.710912127E-5,531.9661865,0.2018782496,531.9661865,0.06964782625,531.9661865,0.9007607698,531.9661865,1.762225866,
531.0620728,-8.877979417E-5,531.0620728,0.2101572305,531.0620728,0.06874297559,531.0620728,0.8998997211,531.0620728,1.773032546,
530.0071411,0.0003324771824,530.0071411,0.2086935788,530.0071411,0.06830011308,530.0071411,0.8726391196,530.0071411,1.767758131,
528.9519043,0.0001039963827,528.9519043,0.2207884938,528.9519043,0.06695786864,528.9519043,0.8927161098,528.9519043,1.773022771,
528.0471802,0.0003743170528,528.0471802,0.2232869565,528.0471802,0.06653688848,528.0471802,0.8288536072,528.0471802,1.777088046,
526.9915161,0.0002276231826,526.9915161,0.2114323825,526.9915161,0.06509424001,526.9915161,0.8941765428,526.9915161,1.77278173,
525.9355469,0.0001005527374,525.9355469,0.2081164271,525.9355469,0.0639237687,525.9355469,0.9211214185,525.9355469,1.775779128,
525.0302734,0.0003587464453,525.0302734,0.217183724,525.0302734,0.06234110519,525.0302734,0.9092316628,525.0302734,1.770938635,
523.9738159,0.0005033594789,523.9738159,0.2078856677,523.9738159,0.06148240715,523.9738159,0.888985157,523.9738159,1.769582272,
523.0681152,0.0001153373014,523.0681152,0.2101473212,523.0681152,0.06006388366,523.0681152,0.8857465386,523.0681152,1.763312697,
522.0112915,-0.0001537354401,522.0112915,0.2091489136,522.0112915,0.05916102231,522.0112915,0.9078435898,522.0112915,1.764914989,
520.9541626,-0.0001804394851,520.9541626,0.2081017494,520.9541626,0.05695461109,520.9541626,0.8866485357,520.9541626,1.765311241,
520.0478516,7.051910507E-5,520.0478516,0.2006876022,520.0478516,0.05589319393,520.0478516,0.8920542002,520.0478516,1.761867881,
518.9902954,0.0003575028968,518.9902954,0.1835126579,518.9902954,0.05492629856,518.9902954,0.8944926262,518.9902954,1.761044621,
517.9324951,-9.571576084E-5,517.9324951,0.1960848123,517.9324951,0.05326521769,517.9324951,0.9003248811,517.9324951,1.767663479,
517.0255737,-0.0005617244751,517.0255737,0.2005975395,517.0255737,0.05222169682,517.0255737,0.9174085855,517.0255737,1.761981487,
515.9672852,-0.0005438341759,515.9672852,0.1983489394,515.9672852,0.05079173297,515.9672852,0.9160888791,515.9672852,1.758974791,
515.0600586,-0.000360907492,515.0600586,0.197204724,515.0600586,0.04945449531,515.0600586,0.9060212374,515.0600586,1.74945879,
514.0012817,-0.0006382411812,514.0012817,0.1900332123,514.0012817,0.04796958715,514.0012817,0.8974117041,514.0012817,1.750449657,
512.9423218,-0.0002042957785,512.9423218,0.1825343966,512.9423218,0.04783763736,512.9423218,0.8981149793,512.9423218,1.745793343,
512.0344849,-0.0004714898532,512.0344849,0.1913626194,512.0344849,0.04711974412,512.0344849,0.9094724655,512.0344849,1.738155484,
510.9750671,-0.0002628701041,510.9750671,0.1802015007,510.9750671,0.04647876695,510.9750671,0.8586295843,510.9750671,1.744818807,
510.066803,0.0001009411208,510.066803,0.1948395222,510.066803,0.04629974812,510.066803,0.8974134326,510.066803,1.743306637,
509.0069275,0.0007346694474,509.0069275,0.1898422837,509.0069275,0.04546060413,509.0069275,0.8889642358,509.0069275,1.735192418,
507.9468384,0.0001029089181,507.9468384,0.17601946,507.9468384,0.04432612658,507.9468384,0.8732454777,507.9468384,1.727632999,
507.0379639,-0.0003234023752,507.0379639,0.1893898696,507.0379639,0.04449647292,507.0379639,0.8884606957,507.0379639,1.721486211,
505.977417,4.103119863E-5,505.977417,0.1632502228,505.977417,0.04355055839,505.977417,0.8741191626,505.977417,1.714903235,
505.0682068,9.936171409E-5,505.0682068,0.1764104664,505.0682068,0.04303648323,505.0682068,0.8786948919,505.0682068,1.719581246,
504.0072021,5.902040812E-6,504.0072021,0.1957989484,504.0072021,0.04305854812,504.0072021,0.8915730119,504.0072021,1.7203089,
502.9459839,-0.0001919279312,502.9459839,0.1846469492,502.9459839,0.04246966168,502.9459839,0.8931286931,502.9459839,1.713961363,
502.0361633,-0.0002909643517,502.0361633,0.1660407335,502.0361633,0.04208678007,502.0361633,0.8595514297,502.0361633,1.711720705,
500.9744873,0.0001720463333,500.9744873,0.17408216,500.9744873,0.0430861637,500.9744873,0.8840481043,500.9744873,1.716793418,
500.0643005,7.952897431E-5,500.0643005,0.1772244722,500.0643005,0.04277905822,500.0643005,0.8841687441,500.0643005,1.707403541,
499.0021973,0.0004560135712,499.0021973,0.1791979671,499.0021973,0.04157754034,499.0021973,0.8865060806,499.0021973,1.69178164,
497.9398499,0.0002739858464,497.9398499,0.1897846907,497.9398499,0.04213044792,497.9398499,0.8819525242,497.9398499,1.691489458,
497.0290833,0.0001467982511,497.0290833,0.1786397994,497.0290833,0.04162366316,497.0290833,0.8953729272,497.0290833,1.711474657,
495.9663086,9.914439033E-6,495.9663086,0.1801629215,495.9663086,0.04185739905,495.9663086,0.8883158565,495.9663086,1.70707345,
495.0551758,0.0001966225391,495.0551758,0.1813924462,495.0551758,0.04156939313,495.0551758,0.8975676894,495.0551758,1.698741317,
493.9919434,0.0003745502327,493.9919434,0.1823562682,493.9919434,0.04170691594,493.9919434,0.8749379516,493.9919434,1.699582696,
492.9284973,0.0006098354352,492.9284973,0.1709586084,492.9284973,0.04173299298,492.9284973,0.856715858,492.9284973,1.695627451,
492.0167847,-0.0005379395443,492.0167847,0.1853141785,492.0167847,0.04142248631,492.0167847,0.8781821728,492.0167847,1.701185584,
490.9529114,-0.0008347962284,490.9529114,0.1844843328,490.9529114,0.0415093489,490.9529114,0.8835986853,490.9529114,1.701177716,
490.0408325,-0.0005181866582,490.0408325,0.1769337654,490.0408325,0.04193245992,490.0408325,0.8746197224,490.0408325,1.701434255,
488.976532,0.0002162534365,488.976532,0.1772874594,488.976532,0.04220615327,488.976532,0.8460638523,488.976532,1.697703004,
488.0640869,-4.762757089E-5,488.0640869,0.177302137,488.0640869,0.0422399044,488.0640869,0.8673711419,488.0640869,1.703463912,
486.9993286,-2.277959311E-6,486.9993286,0.1810438931,486.9993286,0.04167132825,486.9993286,0.8808711767,486.9993286,1.707680583,
485.9343567,-0.0002273228456,485.9343567,0.1762795746,485.9343567,0.04251296818,485.9343567,0.8096516728,485.9343567,1.694491148,
485.0213623,-0.0001890817221,485.0213623,0.1699107587,485.0213623,0.04291139543,485.0213623,0.8423707485,485.0213623,1.699716091,
483.9559631,-4.519454887E-5,483.9559631,0.1851132959,483.9559631,0.04300758615,483.9559631,0.8614459038,483.9559631,1.710112572,
483.0426025,0.0005197128048,483.0426025,0.1869955063,483.0426025,0.04302136227,483.0426025,0.9052413106,483.0426025,1.716284275,
481.9767761,0.0003711303289,481.9767761,0.1871085167,481.9767761,0.04409859329,481.9767761,0.8502970934,481.9767761,1.713042855,
481.0630188,0.0001899150957,481.0630188,0.1777712852,481.0630188,0.0433788076,481.0630188,0.8798770308,481.0630188,1.71105659,
479.9967957,0.0005626593484,479.9967957,0.160725683,479.9967957,0.04459671676,479.9967957,0.7347750068,479.9967957,1.713120461,
478.9303284,-0.0005949695478,478.9303284,0.18053101,478.9303284,0.0437881127,478.9303284,0.854626894,478.9303284,1.712919474,
478.0160217,0.0004558580986,478.0160217,0.1720632762,478.0160217,0.04515101388,478.0160217,0.8657296896,478.0160217,1.709921598,
476.9491577,-5.554773452E-5,476.9491577,0.1797730327,476.9491577,0.04598043859,476.9491577,0.8581858277,476.9491577,1.712431788,
476.0344849,6.764530553E-5,476.0344849,0.1813154072,476.0344849,0.04645142704,476.0344849,0.8760145903,476.0344849,1.71684444,
474.9671936,7.536059275E-5,474.9671936,0.1826521754,474.9671936,0.04699508846,474.9671936,0.8937481642,474.9671936,1.721170425,
474.0521851,-0.0004123747349,474.0521851,0.1735475659,474.0521851,0.04797722027,474.0521851,0.7668318152,474.0521851,1.725264549,
472.9844666,0.0002871962206,472.9844666,0.1844939142,472.9844666,0.04911349341,472.9844666,0.8688452244,472.9844666,1.720127821,
472.0690918,4.348864422E-6,472.0690918,0.1738072485,472.0690918,0.0500687398,472.0690918,0.7989730239,472.0690918,1.727157831,
471.000946,0.0001113757171,471.000946,0.1873564422,471.000946,0.05144357309,471.000946,0.8875417113,471.000946,1.731280088,
469.9326172,0.0001960009977,469.9326172,0.1936785281,469.9326172,0.05267995596,469.9326172,0.886608541,469.9326172,1.727928042,
469.0166931,0.0003852245864,469.0166931,0.1896782815,469.0166931,0.05462051556,469.0166931,0.8922993541,469.0166931,1.732863784,
467.947937,-0.0003532515257,467.947937,0.187687397,467.947937,0.055161722,467.947937,0.90373528,467.947937,1.734490514,
467.0316772,-0.0001207153764,467.0316772,0.1802341491,467.0316772,0.05732268095,467.0316772,0.8981929421,467.0316772,1.733632803,
465.9624939,-0.000150267937,465.9624939,0.1997706294,465.9624939,0.05880457908,465.9624939,0.89343822,465.9624939,1.730437398,
465.0458679,0.0003456893319,465.0458679,0.2018536925,465.0458679,0.06093434244,465.0458679,0.871322155,465.0458679,1.738255024,
463.9762878,-6.942061736E-5,463.9762878,0.2017266899,463.9762878,0.06310917437,463.9762878,0.9053327441,463.9762878,1.738057971,
463.0593262,0.0003103800991,463.0593262,0.2088624984,463.0593262,0.06593634188,463.0593262,0.9013957977,463.0593262,1.743239045,
461.9893188,0.0003639020433,461.9893188,0.1976847649,461.9893188,0.06899963319,461.9893188,0.9087612033,461.9893188,1.731556416,
461.0720215,0.0001684467716,461.0720215,0.2125720531,461.0720215,0.07166814059,461.0720215,0.8718629479,461.0720215,1.735494733,
460.0016174,0.0004457779869,460.0016174,0.2102275342,460.0016174,0.07466696948,460.0016174,0.9103058577,460.0016174,1.749468446,
458.9309998,0.0001676698885,458.9309998,0.2273000032,458.9309998,0.07772423327,458.9309998,0.9230549335,458.9309998,1.745643258,
458.0131531,0.0002851498721,458.0131531,0.2309405059,458.0131531,0.08154815435,458.0131531,0.9297841787,458.0131531,1.749346614,
456.9421387,-0.0001125376075,456.9421387,0.2361065447,456.9421387,0.08446449041,456.9421387,0.9176095724,456.9421387,1.748118162,
456.0239563,-0.0002059516992,456.0239563,0.2322756052,456.0239563,0.08836206794,456.0239563,0.9203799963,456.0239563,1.747859955,
454.9525452,-7.899678894E-5,454.9525452,0.2427966893,454.9525452,0.09259028733,454.9525452,0.9340060353,454.9525452,1.751368761,
454.0340271,4.77104586E-5,454.0340271,0.2439994663,454.0340271,0.09614313394,454.0340271,0.923441112,454.0340271,1.748803496,
452.9622192,-0.0004315117258,452.9622192,0.2517171204,452.9622192,0.1010283232,452.9622192,0.9356174469,452.9622192,1.749864221,
452.043335,-6.719477824E-5,452.043335,0.2609267235,452.043335,0.1054526567,452.043335,0.956459403,452.043335,1.761622906,
450.9711304,0.0002480066032,450.9711304,0.2717670798,450.9711304,0.1120004728,450.9711304,0.9437670112,450.9711304,1.758561134,
450.0519104,-9.954602137E-5,450.0519104,0.2712610364,450.0519104,0.115863882,450.0519104,0.9391123652,450.0519104,1.77178371,
448.9793091,3.665607801E-5,448.9793091,0.2768585682,448.9793091,0.121683158,448.9793091,0.9344255328,448.9793091,1.762053132,
448.0597534,4.061698201E-5,448.0597534,0.290784359,448.0597534,0.1271867156,448.0597534,0.9252807498,448.0597534,1.767410755,
446.9867554,3.839058627E-5,446.9867554,0.2986732125,446.9867554,0.134602949,446.9867554,0.9588088989,446.9867554,1.776870131,
446.0668945,0.0005228228401,446.0668945,0.3092253804,446.0668945,0.1414549798,446.0668945,0.9499902129,446.0668945,1.789748907,
444.9934998,-9.540520114E-5,444.9934998,0.3140927553,444.9934998,0.1505989134,444.9934998,0.889241755,444.9934998,1.789800167,
444.0732727,0.0003795764642,444.0732727,0.3306415379,444.0732727,0.1577675492,444.0732727,0.9663899541,444.0732727,1.804929733,
442.9994812,0.000523315277,442.9994812,0.3477630019,442.9994812,0.1694792956,442.9994812,1.043068409,442.9994812,1.807573557,
441.9255066,0.0005024524289,441.9255066,0.3391284347,441.9255066,0.1804058105,441.9255066,0.9232077003,441.9255066,1.814773083,
441.0047607,-7.811682735E-5,441.0047607,0.3720506132,441.0047607,0.1911766827,441.0047607,1.004672289,441.0047607,1.822251797,
439.9303894,0.0001628532773,439.9303894,0.3900887966,439.9303894,0.2072428465,439.9303894,1.018969297,439.9303894,1.84466958,
439.0093384,0.000445492944,439.0093384,0.413149178,439.0093384,0.2195941955,439.0093384,1.081458092,439.0093384,1.854148388,
437.9345703,5.741887435E-5,437.9345703,0.4443427026,437.9345703,0.2382104248,437.9345703,1.037593722,437.9345703,1.867796063,
437.0131836,-0.0004287188058,437.0131836,0.4528358281,437.0131836,0.2554692924,437.0131836,1.044152975,437.0131836,1.887492537,
435.9380188,0.0002633660333,435.9380188,0.4932575226,435.9380188,0.279884249,435.9380188,1.120386124,435.9380188,1.905266643,
435.0163269,-1.946581142E-5,435.0163269,0.525617063,435.0163269,0.3013153672,435.0163269,1.094657779,435.0163269,1.920425653,
433.9407959,0.0003540831385,433.9407959,0.5555701852,433.9407959,0.3276741803,433.9407959,1.089615107,433.9407959,1.949965715,
433.0187378,0.000398464239,433.0187378,0.5916780233,433.0187378,0.3539441526,433.0187378,1.190232277,433.0187378,1.97665751,
431.9428406,0.0002417386713,431.9428406,0.6339306235,431.9428406,0.3825412989,431.9428406,1.200808883,431.9428406,1.996848702,
431.0204773,0.0005641626776,431.0204773,0.6746979952,431.0204773,0.420017153,431.0204773,1.20553112,431.0204773,2.038945675,
429.9441833,0.0005258551682,429.9441833,0.7211747766,429.9441833,0.4538675547,429.9441833,1.282731771,429.9441833,2.067116022,
429.0214844,4.631246702E-5,429.0214844,0.7638615966,429.0214844,0.4822184145,429.0214844,1.296689749,429.0214844,2.085502625,
427.9448242,0.0005193240358,427.9448242,0.8124471903,427.9448242,0.5169239044,427.9448242,1.316311002,427.9448242,2.107473612,
427.0217896,-0.0001932734012,427.0217896,0.8416115046,427.0217896,0.5438911915,427.0217896,1.3433882,427.0217896,2.134319782,
425.9447632,0.0005231079413,425.9447632,0.8928884864,425.9447632,0.5823425651,425.9447632,1.335219502,425.9447632,2.17769742,
425.0214233,0.0003812864306,425.0214233,0.9369467497,425.0214233,0.6136013865,425.0214233,1.420781732,425.0214233,2.199235201,
423.9440308,0.0006021884037,423.9440308,0.982519865,423.9440308,0.6433750987,423.9440308,1.414861321,423.9440308,2.23868084,
423.0203552,-0.0003632870212,423.0203552,1.016574621,423.0203552,0.6666184068,423.0203552,1.454743266,423.0203552,2.239796638,
421.9425964,0.0003957955632,421.9425964,1.0368011,421.9425964,0.6881732941,421.9425964,1.510587096,421.9425964,2.25736618,
421.0186157,0.0003497048747,421.0186157,1.058769107,421.0186157,0.7027656436,421.0186157,1.416392684,421.0186157,2.274177551,
419.9404602,-1.749856165E-5,419.9404602,1.076751113,419.9404602,0.7132163048,419.9404602,1.389685035,419.9404602,2.282260656,
419.0161743,0.000404527178,419.0161743,1.075433612,419.0161743,0.7165817022,419.0161743,1.521934509,419.0161743,2.30371666,
417.9376526,-8.836570487E-5,417.9376526,1.076054692,417.9376526,0.7145198584,417.9376526,1.535986781,417.9376526,2.273568153,
417.013031,0.000338409649,417.013031,1.06811583,417.013031,0.7090834975,417.013031,1.327537775,417.013031,2.279845476,
415.9341736,0.0002275454899,415.9341736,1.048643351,415.9341736,0.6951238513,415.9341736,1.566657901,415.9341736,2.290982246,
415.0092468,0.0004630360927,415.0092468,1.021347523,415.0092468,0.6767416596,415.0092468,1.441424489,415.0092468,2.274525404,
413.9299927,-0.0003137798631,413.9299927,0.9924709201,413.9299927,0.6559063792,413.9299927,1.413822293,413.9299927,2.229023933,
413.0047607,2.953689363E-5,413.0047607,0.9692155719,413.0047607,0.6341434121,413.0047607,1.44794929,413.0047607,2.216228485,
411.9251404,-0.0001434363512,411.9251404,0.9320231676,411.9251404,0.61010921,411.9251404,1.442926288,411.9251404,2.203811169,
410.9996033,-0.0003684598487,410.9996033,0.8986006379,410.9996033,0.5859789848,410.9996033,1.368780017,410.9996033,2.192536116,
410.0739441,-0.0007852394483,410.0739441,0.8667392731,410.0739441,0.5595383644,410.0739441,1.37979579,410.0739441,2.152646065,
408.9938049,-0.000117144089,408.9938049,0.8174560666,408.9938049,0.533559382,408.9938049,1.352863908,408.9938049,2.143449545,
408.0678101,-0.000556347135,408.0678101,0.7952580452,408.0678101,0.5061081648,408.0678101,1.31170249,408.0678101,2.107477665,
406.9873047,-0.0002575925319,406.9873047,0.7634769082,406.9873047,0.4825322628,406.9873047,1.290782809,406.9873047,2.107573271,
406.0610046,8.475893264E-5,406.0610046,0.7315523624,406.0610046,0.4645822048,406.0610046,1.27087903,406.0610046,2.084660292,
404.9801636,-0.0001419872133,404.9801636,0.6990767717,404.9801636,0.4378574789,404.9801636,1.255135775,404.9801636,2.06986618,
404.0535583,-0.0002745633246,404.0535583,0.672789216,404.0535583,0.4203904569,404.0535583,1.228106976,404.0535583,2.055566311,
402.9723511,0.0006182084326,402.9723511,0.6459083557,402.9723511,0.3976751268,402.9723511,1.215122461,402.9723511,2.036336184,
402.0454407,0.0001026758837,402.0454407,0.6321635842,402.0454407,0.3847234547,402.0454407,1.127444506,402.0454407,2.001194,
400.9638977,-0.0006060334272,400.9638977,0.5992786884,400.9638977,0.3669756651,400.9638977,1.149129272,400.9638977,2.011587858,
400.0366821,0.0001059382994,400.0366821,0.5798987746,400.0366821,0.3512760997,400.0366821,1.087160826,400.0366821,1.986148,
398.9547729,-0.0001360870956,398.9547729,0.5678571463,398.9547729,0.3366243243,398.9547729,1.151898861,398.9547729,1.967977881,
398.0272827,0.0001013812871,398.0272827,0.536834836,398.0272827,0.3239701688,398.0272827,1.105931044,398.0272827,1.965741992,
396.9450073,-0.0003134177241,396.9450073,0.521494627,396.9450073,0.3108210266,396.9450073,1.119123101,396.9450073,1.965743423,
396.0172119,6.125051732E-5,396.0172119,0.5155051351,396.0172119,0.3015015721,396.0172119,1.11524713,396.0172119,1.955293298,
394.9346008,0.0004175342328,394.9346008,0.5014074445,394.9346008,0.2881365418,394.9346008,1.096003652,394.9346008,1.941391826,
394.0065002,-1.159675867E-5,394.0065002,0.4857823253,394.0065002,0.2775843441,394.0065002,1.114592671,394.0065002,1.944151521,
392.9235535,-0.0002122648293,392.9235535,0.4645559192,392.9235535,0.2666395009,392.9235535,1.016178489,392.9235535,1.911681414,
391.9951477,0.0004264994932,391.9951477,0.4511410296,391.9951477,0.2582928538,391.9951477,1.054916501,391.9951477,1.931983352,
391.0666199,-0.0006533361156,391.0666199,0.4460853636,391.0666199,0.2502298355,391.0666199,1.071937203,391.0666199,1.926635623,
389.9831543,-8.717519086E-5,389.9831543,0.4264474511,389.9831543,0.2405444831,389.9831543,1.065888166,389.9831543,1.902529597,
389.0543213,-0.0004310979566,389.0543213,0.4192215204,389.0543213,0.2318560779,389.0543213,1.052497864,389.0543213,1.905639052,
387.97052,-0.0002261327027,387.97052,0.398110956,387.97052,0.2239414304,387.97052,1.035346031,387.97052,1.90345645,
387.0414124,-9.618160402E-5,387.0414124,0.3990190625,387.0414124,0.2182111144,387.0414124,1.040735245,387.0414124,1.884952426,
385.9572754,-0.0001288929925,385.9572754,0.3944864869,385.9572754,0.2115607858,385.9572754,1.030058861,385.9572754,1.87277472,
