baseline,,bm3WTHemeDomain_5in1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
318.0062866,7.634443318E-005,318.0062866,0.05727690086,
316.9959412,0.0003861573059,316.9959412,0.05658546835,
315.9854736,6.549199497E-006,315.9854736,0.05586637184,
315.0137024,0.0005192981334,315.0137024,0.05616410822,
314.0029907,0.0006546833902,314.0029907,0.05626625568,
312.9921265,6.632491568E-005,312.9921265,0.05539435893,
311.9811096,0.0001385120122,311.9811096,0.05649612844,
311.0088806,0.0002662670158,311.0088806,0.05773366615,
309.9976501,0.0001818611199,309.9976501,0.05851883069,
308.9862671,3.510279203E-005,308.9862671,0.06035903841,
308.0137024,0.0002630033996,308.0137024,0.06251971424,
307.0020752,1.514355517E-005,307.0020752,0.06494478136,
305.9903259,9.801533452E-005,305.9903259,0.06854693592,
305.017395,-5.735951709E-005,305.017395,0.07239081711,
304.0054321,0.0004273286322,304.0054321,0.07739284635,
302.9933167,0.000231637634,302.9933167,0.08409371227,
301.9811096,1.447049726E-005,301.9811096,0.0899925828,
301.0076904,-0.0004471310531,301.0076904,0.09820049256,
299.9952087,0.0003281509271,299.9952087,0.1047550589,
298.982605,0.000185357203,298.982605,0.1129785776,
298.0088501,5.247402805E-005,298.0088501,0.1196671724,
296.9960327,-0.0002797371999,296.9960327,0.1298797578,
295.9830627,-0.0001978272776,295.9830627,0.1415196657,
295.0089722,0.0001151301622,295.0089722,0.1524437815,
293.9957886,0.0001599529642,293.9957886,0.1637594849,
292.9824829,-8.308600809E-005,292.9824829,0.1803435385,
292.0080261,-0.0002550571808,292.0080261,0.1959305406,
290.9945068,-0.0001447819668,290.9945068,0.2052233368,
289.980835,0.0002852793841,289.980835,0.214360103,
289.006073,-7.604631537E-005,289.006073,0.2223242968,
287.992157,3.782104613E-005,287.992157,0.2356613874,
287.0171509,-5.694875654E-006,287.0171509,0.2498437017,
286.0030518,-0.0001447302202,286.0030518,0.2630618811,
284.9888,0.0002086651366,284.9888,0.2744719982,
284.0134888,-0.0006117203739,284.0134888,0.2789486051,
282.9990234,0.0002001964458,282.9990234,0.2827753723,
281.984436,0.0004843893985,281.984436,0.2842169702,
281.0087585,0.000134265385,281.0087585,0.2858422399,
279.993988,-7.475224265E-005,279.993988,0.2870106399,
279.0180969,0.000101640202,279.0180969,0.28733778,
278.0030823,0.0006881020381,278.0030823,0.2860796452,
276.9879456,-0.0002446052677,276.9879456,0.2833766341,
276.0117188,-0.0002349810093,276.0117188,0.2800421417,
274.9963684,0.0003566738742,274.9963684,0.2757270336,
273.980896,-5.658304144E-005,273.980896,0.2710026205,
273.004364,0.0002053760545,273.004364,0.2638771534,
271.9887085,0.0009331814363,271.9887085,0.2597705722,
271.0119629,0.0007378069567,271.0119629,0.2553685308,
269.9960632,-8.12811777E-006,269.9960632,0.2500993311,
269.0191345,-0.0006806814345,269.0191345,0.2447308004,
268.0030212,-0.001122620073,268.0030212,0.2371312976,
266.9867859,-0.0003509236849,266.9867859,0.231026426,
266.0095215,-6.989155281E-006,266.0095215,0.2243301123,
264.993103,-0.0001926524128,264.993103,0.2188193202,
264.0156555,-0.0005417141947,264.0156555,0.2116051912,
262.9989929,0.0003855873074,262.9989929,0.2068085819,
261.9822388,-0.000710712804,261.9822388,0.1983781606,
261.0044861,3.090894461E-005,261.0044861,0.1943172961,
259.9875183,-0.000297017541,259.9875183,0.1925795227,
259.009552,0.001563501894,259.009552,0.1895852983,
257.9923706,0.001227615168,257.9923706,0.1831794977,
257.0141907,0.0005993629456,257.0141907,0.1780976951,
255.9968414,-0.001699037035,255.9968414,0.1715016216,
255.0185089,0.0008093017968,255.0185089,0.1745484024,
254.0009003,0.0006792091881,254.0009003,0.1703824401,
252.9832306,-0.0007978487993,252.9832306,0.1712130606,
252.0045776,0.0005110825296,252.0045776,0.1723724157,
250.9866791,0.0007497349288,250.9866791,0.1743384451,
250.007843,0.0009379287949,250.007843,0.1772157103,
248.9897766,0.001004215563,248.9897766,0.183572337,
248.0107269,-0.000846319017,248.0107269,0.1898079813,
246.9924316,0.0006718460936,246.9924316,0.1984848976,
246.0132294,-0.0007291647489,246.0132294,0.2115653753,
244.994751,-0.0001172476113,244.994751,0.2290917635,
244.0153351,0.0002401587408,244.0153351,0.2508057952,
242.9966583,0.0007910704007,242.9966583,0.2749171257,
242.0170593,0.0002428264852,242.0170593,0.2990528941,
240.9981842,-5.61689194E-005,240.9981842,0.3432372212,
240.0183868,-8.184371836E-005,240.0183868,0.3950899839,
238.9993439,0.000601825479,238.9993439,0.4479559362,
238.0193939,-0.0004117540375,238.0193939,0.5225257874,
237.0001221,9.542616317E-005,237.0001221,0.622332871,
235.9807892,-0.0005391805316,235.9807892,0.7290533781,
235.0005341,-0.001070513972,235.0005341,0.86754179,
233.9809875,0.0004021434579,233.9809875,0.9957707524,
233.0005798,4.11588826E-006,233.0005798,1.192782879,
231.9808502,0.0005266586086,231.9808502,1.372466683,
231.0002594,0.001452454482,231.0002594,1.539824605,
230.0195923,0.000902986445,230.0195923,1.696682334,
228.999588,0.001438793028,228.999588,1.753957868,
228.018692,0.001555370516,228.018692,2.0014112,
226.9985352,0.004552502185,226.9985352,2.121584654,
226.0175171,0.0009487986099,226.0175171,2.160027266,
224.9971466,0.002793362364,224.9971466,2.285484314,
224.0159149,0.004204834346,224.0159149,2.357302904,
222.9953766,0.01844616793,222.9953766,2.464189053,
222.0139923,0.004059349652,222.0139923,2.465976,
220.9932861,-0.008488839492,220.9932861,2.248232603,
220.0117188,-0.002966833068,220.0117188,1.990417719,
218.9908447,0.02982617728,218.9908447,1.934516072,
218.0091248,0.02311190404,218.0091248,1.643551826,
216.9880524,0.005379067268,216.9880524,1.557029247,
216.0061646,0.03563812748,216.0061646,1.241793633,
214.9849243,0.006692949217,214.9849243,1.610601306,
214.0028839,0.02457375638,214.0028839,1.322741985,
212.9814453,0.0143358754,212.9814453,1.016534567,
211.9992371,-0.04443734139,211.9992371,0.6919949651,
211.0169373,0.08181037009,211.0169373,0.5173162222,
209.9953003,0.1339422315,209.9953003,0.4271984696,
209.0128174,0.01684992015,209.0128174,0.2837741077,
207.9910126,-0.1429657787,207.9910126,0.2108586431,
207.0083923,-0.006369622424,207.0083923,0.4012199938,
205.9864044,0.07884078473,205.9864044,0.2972622216,
205.0036163,0.07561211288,205.0036163,0.2790786624,
203.9814758,0.0003408189223,203.9814758,-0.03624426574,
202.9985199,0.1537368894,202.9985199,0.5607227683,
202.0155182,0.2429836243,202.0155182,0.4958687425,
200.993103,-0.1568132788,200.993103,0.5475597382,
200.0099487,-0.1487668306,200.0099487,0.3100294769,

baseline,
baseline
Collection Time: 03/06/2019 10:24:51
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 30/05/2019 09:34:49
Method Modifications:
Common Interval nm Changed: 03/06/2019 10:24:31, Old:     5.00, New:     1.00
Baseline Correction Changed: 03/06/2019 10:24:31, Old:0, New:1
Storage Changed: 03/06/2019 10:24:31, Old:1, New:0
End Method Modifications
<Current Wavelength> , 292.0

bm3WTHemeDomain_5in1000,
bm3WTHemeDomain_5in1000
Collection Time: 03/06/2019 10:25:59
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  800.0
Stop (nm)  200.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  4800.00
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.0125
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 30/05/2019 09:34:49
Method Modifications:
Common Interval nm Changed: 03/06/2019 10:24:31, Old:     5.00, New:     1.00
Baseline Correction Changed: 03/06/2019 10:24:31, Old:0, New:1
Storage Changed: 03/06/2019 10:24:31, Old:1, New:0
End Method Modifications
<Current Wavelength> , 249.0

