baseline,,samle,,sampledil2,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
376.0682373,-0.0004212709609,376.0682373,0.4395796657,376.0682373,0.2160903513,
374.052124,-0.0009645265527,374.052124,0.4410640001,374.052124,0.2165034413,
372.0354004,-0.0002045545116,372.0354004,0.4476573467,372.0354004,0.2197983265,
370.0180969,0.0003373475047,370.0180969,0.4554316998,370.0180969,0.2240887582,
368.0001831,-0.0005971409846,368.0001831,0.4650738537,368.0001831,0.2286781967,
365.9816589,0.0002782338415,365.9816589,0.4764938056,365.9816589,0.2337813973,
363.9625244,-1.832687849E-5,363.9625244,0.4857857227,363.9625244,0.238682881,
361.9428406,-3.71706592E-5,361.9428406,0.4920215905,361.9428406,0.2413699627,
359.9225159,0.0002900196705,359.9225159,0.4964455962,359.9225159,0.2432229817,
358.0571289,-0.0001194214346,358.0571289,0.4943932295,358.0571289,0.2424376756,
356.0357056,1.79134604E-5,356.0357056,0.4895577431,356.0357056,0.240623489,
354.0137024,-0.0003288343723,354.0137024,0.4808267355,354.0137024,0.2361848354,
351.9911194,-0.0003747188894,351.9911194,0.4650473297,351.9911194,0.229291454,
349.9679871,-0.0006404123851,349.9679871,0.451916486,349.9679871,0.222376138,
347.9442749,0.000149776155,347.9442749,0.4341576695,347.9442749,0.213932991,
346.0757141,2.495479021E-5,346.0757141,0.4182211757,346.0757141,0.2058468312,
344.0509338,6.759352254E-5,344.0509338,0.4032643437,344.0509338,0.1985900253,
342.0255737,-8.298248576E-5,342.0255737,0.3853951991,342.0255737,0.1900252849,
339.9996643,-0.0002188366052,339.9996643,0.3668309748,339.9996643,0.1798007637,
337.973175,-0.0003370080667,337.973175,0.3476990163,337.973175,0.1719261855,
335.946167,2.360864528E-5,335.946167,0.3298116624,335.946167,0.1622911245,
334.074585,-0.0002627666108,334.074585,0.3148733675,334.074585,0.1553339958,
332.0465393,0.0003017798881,332.0465393,0.2957909703,332.0465393,0.1455982178,
330.0179138,-7.506866041E-6,330.0179138,0.2793031037,330.0179138,0.1382058859,
327.9888,-0.0005421278183,327.9888,0.2618665099,327.9888,0.1292683333,
325.9591064,-0.000213506748,325.9591064,0.249161765,325.9591064,0.1227036715,
323.928894,-0.0005356643815,323.928894,0.2367985845,323.928894,0.1166805029,
322.0544128,-0.0003124347713,322.0544128,0.2256175131,322.0544128,0.1117013395,
320.0231934,-6.740183017E-5,320.0231934,0.2183631063,320.0231934,0.1077792868,
317.9914551,4.540636291E-5,317.9914551,0.2109499872,317.9914551,0.1047629714,
315.959198,-0.0005592943635,315.959198,0.2074980587,315.959198,0.1029730812,
313.9264526,1.729217183E-5,313.9264526,0.2083799392,313.9264526,0.1031015292,
312.0495911,-0.0002574890386,312.0495911,0.2138810605,312.0495911,0.1058024317,
310.0158386,-7.402755728E-5,310.0158386,0.2243690789,310.0158386,0.1107541919,
307.9815979,-0.0006483734469,307.9815979,0.244966805,307.9815979,0.1216894612,
305.9468689,-0.0004005817755,305.9468689,0.2741868198,305.9468689,0.1354784966,
304.0681763,3.88289692E-7,304.0681763,0.3064178824,304.0681763,0.1537581384,
302.0325012,-6.134541036E-5,302.0325012,0.3559309542,302.0325012,0.1763779372,
299.9963074,0.0002434480994,299.9963074,0.4189566076,299.9963074,0.2046549767,
297.9596252,0.0004905831302,297.9596252,0.487932235,297.9596252,0.2395454496,
295.9224548,0.0002015949285,295.9224548,0.5770772696,295.9224548,0.2832882702,
294.0415649,0.0007426558877,294.0415649,0.6640800238,294.0415649,0.3212259412,
292.003479,-6.144893996E-5,292.003479,0.7527798414,292.003479,0.3683402836,
289.9649353,-0.0004521477385,289.9649353,0.8074322343,289.9649353,0.3981634378,
287.9259033,0.0001304589823,287.9259033,0.9194670916,287.9259033,0.4504676759,
286.0433044,-1.397819779E-5,286.0433044,0.998549819,286.0433044,0.4882582426,
284.0033569,-0.0004699901037,284.0033569,1.028623581,284.0033569,0.5020436049,
281.9629822,-0.0002493138309,281.9629822,1.041954398,281.9629822,0.5079674721,
279.9221191,-0.0005888170563,279.9221191,1.0421772,279.9221191,0.5114662051,
278.0378723,7.095923502E-5,278.0378723,1.028492808,278.0378723,0.5025041699,
275.9961548,0.0007963867392,275.9961548,1.004149199,275.9961548,0.4901429415,
273.9539795,-8.17919572E-5,273.9539795,0.9612665176,273.9539795,0.4691735506,
272.068512,2.143411075E-5,272.068512,0.9236998558,272.068512,0.4506649077,
270.0254822,6.580711488E-5,270.0254822,0.8936271667,270.0254822,0.4348656535,
267.9820251,-0.0001058607086,267.9820251,0.840473175,267.9820251,0.4071398377,
265.9381409,-0.0007220321568,265.9381409,0.7952871323,265.9381409,0.3871106803,
264.0510864,0.0003079969028,264.0510864,0.7469685674,264.0510864,0.363994807,
262.0063477,0.0004259035049,262.0063477,0.7132025957,262.0063477,0.346785754,
259.9612122,0.001452792087,259.9612122,0.6932684779,259.9612122,0.337191999,
258.072998,0.001413964666,258.072998,0.6501197815,258.072998,0.3160809875,
256.0270386,0.0001511485752,256.0270386,0.6295606494,256.0270386,0.3056826591,
253.9806671,0.001368129393,253.9806671,0.6299124956,253.9806671,0.3052399158,
251.9338837,0.0008387900307,251.9338837,0.6338202357,251.9338837,0.3046854138,
250.0441742,8.600170258E-5,250.0441742,0.6681817174,250.0441742,0.3207522631,
248.0085449,-0.0001508889836,248.0085449,0.7269220352,248.0085449,0.3485907614,
245.9727936,-0.000199793707,245.9727936,0.8357620239,245.9727936,0.4039687514,
243.9366302,0.00010632669,243.9366302,1.022095084,243.9366302,0.4945049286,
242.0567474,0.0007640229887,242.0567474,1.251467943,242.0567474,0.6117376685,
240.0198364,0.0001335403504,240.0198364,1.662087083,240.0198364,0.814511776,
237.9825439,-0.000341405248,237.9825439,2.223154306,237.9825439,1.144911647,
235.9448547,-0.001185924048,235.9448547,2.80791831,235.9448547,1.530565023,
234.0635834,0.0003076083376,234.0635834,2.872358561,234.0635834,2.098065615,
232.025177,-0.0003938575683,232.025177,2.965357542,232.025177,2.407419443,
229.9863892,0.0003070643288,229.9863892,2.460152388,229.9863892,2.799861431,
227.9472198,0.0007945454563,227.9472198,3.355294466,227.9472198,2.865769625,
226.0646057,-0.004024220165,226.0646057,2.908632994,226.0646057,2.789486408,
224.0247345,0.01242836658,224.0247345,2.564628124,224.0247345,3.149185896,
221.9845123,0.0003133073042,221.9845123,3.051412106,221.9845123,2.398590803,
219.943924,-0.01367059443,219.943924,2.202493429,219.943924,2.194159508,
218.0599976,0.05513900146,218.0599976,2.026599169,218.0599976,1.66326952,
