,Vol/µl,Prot]/µM,No. Concs,Power,Substreate/nl
324,35.0,6.0,9.0,2.5,0.0
325,35.0,6.0,9.0,2.5,10.0
326,35.0,6.0,9.0,2.5,55.0
327,35.0,6.0,9.0,2.5,152.5
328,35.0,6.0,9.0,2.5,310.0
329,35.0,6.0,9.0,2.5,542.5
330,35.0,6.0,9.0,2.5,852.5
331,35.0,6.0,9.0,2.5,1255.0
332,35.0,6.0,9.0,2.5,1750.0
333,35.0,6.0,9.0,2.5,0.0
334,35.0,6.0,9.0,2.5,10.0
335,35.0,6.0,9.0,2.5,55.0
336,35.0,6.0,9.0,2.5,152.5
337,35.0,6.0,9.0,2.5,310.0
338,35.0,6.0,9.0,2.5,542.5
339,35.0,6.0,9.0,2.5,852.5
340,35.0,6.0,9.0,2.5,1255.0
341,35.0,6.0,9.0,2.5,1750.0
342,35.0,6.0,9.0,2.5,0.0
343,35.0,6.0,9.0,2.5,10.0
344,35.0,6.0,9.0,2.5,55.0
345,35.0,6.0,9.0,2.5,152.5
346,35.0,6.0,9.0,2.5,310.0
347,35.0,6.0,9.0,2.5,542.5
348,35.0,6.0,9.0,2.5,852.5
349,35.0,6.0,9.0,2.5,1255.0
350,35.0,6.0,9.0,2.5,1750.0
351,35.0,6.0,9.0,2.5,0.0
352,35.0,6.0,9.0,2.5,10.0
353,35.0,6.0,9.0,2.5,55.0
354,35.0,6.0,9.0,2.5,152.5
355,35.0,6.0,9.0,2.5,310.0
356,35.0,6.0,9.0,2.5,542.5
357,35.0,6.0,9.0,2.5,852.5
358,35.0,6.0,9.0,2.5,1255.0
359,35.0,6.0,9.0,2.5,1750.0
360,0.0,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,0.0
369,0.0,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0,0.0
373,0.0,0.0,0.0,0.0,0.0
374,0.0,0.0,0.0,0.0,0.0
375,0.0,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0,0.0
377,0.0,0.0,0.0,0.0,0.0
378,0.0,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0,0.0
