baselione2,,bm3WT_heme_Working_stock,,bm3WT_heme_Working_stock1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
643.9334717,-0.000273269834,643.9334717,0.01688520238,643.9334717,0.02394849621,
643.0553589,0.0003547049128,643.0553589,0.01748284884,643.0553589,0.02573907748,
642.0306396,0.0005124042509,642.0306396,0.01768428832,642.0306396,0.0249882713,
641.0055542,0.001979188295,641.0055542,0.01677156612,641.0055542,0.02531292476,
639.9801636,0.0005763709778,639.9801636,0.01694118232,639.9801636,0.02476387657,
638.9545288,0.000655201904,638.9545288,0.01644713059,638.9545288,0.0246647913,
637.9285278,0.0001182890992,637.9285278,0.01562468801,637.9285278,0.02468797192,
637.0488892,0.000282999943,637.0488892,0.01629176177,637.0488892,0.02367638797,
636.0223999,0.0005898497766,636.0223999,0.01693493873,636.0223999,0.02449413203,
634.9955444,-4.390038157E-5,634.9955444,0.01635667123,634.9955444,0.02462092787,
633.9684448,0.0002364550164,633.9684448,0.01681119949,633.9684448,0.02531067468,
632.940979,0.0001677993714,632.940979,0.01555978041,632.940979,0.02473041601,
632.0601196,1.993224032E-6,632.0601196,0.01629646495,632.0601196,0.02570381202,
631.0321045,-4.400391845E-5,631.0321045,0.01673511043,631.0321045,0.02488348819,
630.0038452,-0.0003230919829,630.0038452,0.01776588149,630.0038452,0.02480251901,
628.9752808,-4.027670002E-5,628.9752808,0.01719383337,628.9752808,0.02401166037,
627.9464111,0.0002303426445,627.9464111,0.01644202136,627.9464111,0.02455082908,
627.06427,0.001056785113,627.06427,0.0160988383,627.06427,0.02502419241,
626.0348511,-0.001033999724,626.0348511,0.01503653079,626.0348511,0.02362046018,
625.005127,0.0002602319291,625.005127,0.01648581959,625.005127,0.02421245724,
623.9750977,0.0001194801807,623.9750977,0.01608307101,623.9750977,0.02356855944,
622.9448242,0.0008926106384,622.9448242,0.0158304479,622.9448242,0.02358326316,
622.0614624,0.0006124017527,622.0614624,0.01662393473,622.0614624,0.02379684895,
621.0306396,-0.000227271099,621.0306396,0.01639666967,621.0306396,0.02374405041,
619.9994507,0.0004302307498,619.9994507,0.01537780277,619.9994507,0.02374394052,
618.9680176,9.102460172E-5,618.9680176,0.01621366851,618.9680176,0.02457394637,
617.9362793,0.0004667676694,617.9362793,0.01501672808,617.9362793,0.02398859896,
617.0517578,-0.0008808856364,617.0517578,0.01582046039,617.0517578,0.0235074535,
616.0194702,1.053571668E-5,616.0194702,0.01652437821,616.0194702,0.02451771311,
614.9868774,0.0001437944738,614.9868774,0.01596086286,614.9868774,0.02463805117,
613.9540405,0.0006648979615,613.9540405,0.0168685969,613.9540405,0.0253447555,
613.0685425,3.241044033E-5,613.0685425,0.01664034277,613.0685425,0.02515468188,
612.0351563,0.0002669145761,612.0351563,0.01747317426,612.0351563,0.02551385574,
611.0014648,-0.0002258222376,611.0014648,0.01680232026,611.0014648,0.02599706501,
609.9674683,0.0002234792773,609.9674683,0.01825590245,609.9674683,0.02808908746,
608.9332275,0.0003916500427,608.9332275,0.01904420927,608.9332275,0.02662828192,
608.0465088,0.0002753068693,608.0465088,0.01870450564,608.0465088,0.02719631046,
607.0117188,-0.0001470591669,607.0117188,0.018986037,607.0117188,0.02754664235,
605.9766235,-0.0003055540146,605.9766235,0.02004391141,605.9766235,0.02722348459,
604.9412842,0.0008199868607,604.9412842,0.01959912293,604.9412842,0.02869647369,
604.0535889,-6.098306039E-5,604.0535889,0.02025256306,604.0535889,0.02847631834,
603.0177002,0.000743226381,603.0177002,0.02063069493,603.0177002,0.03011040762,
601.9815674,8.024657632E-7,601.9815674,0.0213041231,601.9815674,0.02931877784,
600.9450684,-0.0003067956422,600.9450684,0.02188626863,600.9450684,0.03002912551,
600.0564575,0.0001983317925,600.0564575,0.02277901582,600.0564575,0.03082747012,
599.0194702,0.0003735398059,599.0194702,0.02313401736,599.0194702,0.03150967136,
597.9822388,8.475893264E-5,597.9822388,0.02416264638,597.9822388,0.03206113353,
596.9446411,-3.613530862E-5,596.9446411,0.025691811,596.9446411,0.03346410766,
596.0551147,-0.0001567888976,596.0551147,0.02637423761,596.0551147,0.03409331292,
595.0170288,0.0002752291621,595.0170288,0.02696771547,595.0170288,0.03410641849,
593.9786987,0.0008873449988,593.9786987,0.02847717516,593.9786987,0.03560092673,
592.9400635,0.001483311178,592.9400635,0.02897650748,592.9400635,0.03685230017,
592.0495605,5.198213694E-5,592.0495605,0.03039246611,592.0495605,0.03785314038,
591.010437,0.0008854254847,591.010437,0.03223618865,591.010437,0.0395010747,
589.9710083,0.0006853537634,589.9710083,0.03317985311,589.9710083,0.04057133198,
588.9312744,0.0003285913263,588.9312744,0.0343811363,588.9312744,0.04244320095,
588.039917,0.000821335474,588.039917,0.03673360124,588.039917,0.0442430824,
586.9996948,0.001413730904,586.9996948,0.03920162469,586.9996948,0.04737080261,
585.9591675,0.0005946452147,585.9591675,0.0408927463,585.9591675,0.04894384742,
585.0670776,-0.0008646102506,585.0670776,0.04260675609,585.0670776,0.05046555772,
584.026062,0.0009077334544,584.026062,0.04566596076,584.026062,0.05292027816,
582.9848022,-0.0008180023287,582.9848022,0.0477851592,582.9848022,0.05534569174,
581.9432373,-0.0007947481936,581.9432373,0.05085543543,581.9432373,0.057978753,
581.0502319,0.0007228974719,581.0502319,0.05501687154,581.0502319,0.06214885786,
580.0081787,-0.0001906859397,580.0081787,0.05724772066,580.0081787,0.06446433067,
578.9658203,-0.0003477164137,578.9658203,0.06009551138,578.9658203,0.06695397198,
578.0721436,-0.0001526486158,578.0721436,0.06227731332,578.0721436,0.06946565211,
577.0292969,-0.0002305310045,577.0292969,0.06463282555,577.0292969,0.0715187788,
575.9862061,-8.857274952E-5,575.9862061,0.06719017774,575.9862061,0.07434583455,
574.9428101,-0.0005877830554,574.9428101,0.06972386688,574.9428101,0.07617831975,
574.0482178,0.0008990695351,574.0482178,0.07172978669,574.0482178,0.07817742974,
573.0043335,-0.0001118129876,573.0043335,0.07282727957,573.0043335,0.07913155854,
571.960144,-0.0001841137419,571.960144,0.07451583445,571.960144,0.08105564117,
571.0649414,0.0001424738439,571.0649414,0.07559264451,571.0649414,0.08109694719,
570.0202637,-0.0001913069427,570.0202637,0.07481157035,570.0202637,0.08278442174,
568.9753418,8.825422992E-5,568.9753418,0.07422699779,568.9753418,0.0809121877,
567.9301147,-0.0003770466137,567.9301147,0.07498262078,567.9301147,0.08213338256,
567.0339966,-0.0004470276181,567.0339966,0.07316662371,567.0339966,0.08178965002,
565.9882813,-0.0002476063382,565.9882813,0.07374621183,565.9882813,0.08197456598,
564.9423218,-0.0003814951051,564.9423218,0.07328657806,564.9423218,0.0810488984,
564.0455933,0.0004634248035,564.0455933,0.07267773151,564.0455933,0.08127076924,
562.9990845,-0.0005013805348,562.9990845,0.07152186334,562.9990845,0.08063080907,
561.9523926,0.000220915259,561.9523926,0.07303919643,561.9523926,0.07944183052,
561.0549927,-0.0002575925319,561.0549927,0.07127588242,561.0549927,0.0786324665,
560.0077515,0.0007682498544,560.0077515,0.06992867589,560.0077515,0.07763637602,
558.9602661,0.0002545595344,558.9602661,0.07009547204,558.9602661,0.07718856633,
558.0621948,0.0003635393223,558.0621948,0.07098906487,558.0621948,0.07717449963,
557.0142212,0.0004640985571,557.0142212,0.06940636039,557.0142212,0.07717545331,
555.9659424,0.0001580884855,555.9659424,0.06945462525,555.9659424,0.07701590657,
555.0672607,0.0001242445287,555.0672607,0.06935849786,555.0672607,0.07673815638,
554.0185547,-0.0006298663793,554.0185547,0.06923892349,554.0185547,0.07618963718,
552.9695435,0.001090649865,552.9695435,0.07001194358,552.9695435,0.07686957717,
552.0701904,-0.0002955171803,552.0701904,0.0698960498,552.0701904,0.07758262008,
551.020752,-9.633688751E-5,551.020752,0.07149674743,551.020752,0.07867152989,
549.9710083,-0.0003468887298,549.9710083,0.07226737589,549.9710083,0.07880685478,
549.0710449,-0.0002110746573,549.0710449,0.07282381505,549.0710449,0.08002401143,
548.020813,-7.351552995E-6,548.020813,0.07400265336,548.020813,0.08120728284,
546.9703369,0.0005583048915,546.9703369,0.07530936599,546.9703369,0.08234172314,
546.0697021,6.733462214E-5,546.0697021,0.07632191479,546.0697021,0.08311386406,
545.0187988,-7.024883962E-5,545.0187988,0.07744009048,545.0187988,0.08358252048,
543.9675903,2.226250399E-5,543.9675903,0.07790283859,543.9675903,0.08475295454,
543.0663452,-0.0001444196823,543.0663452,0.07815304399,543.0663452,0.08497184515,
542.0146484,0.0008132178918,542.0146484,0.07914559543,542.0146484,0.08625207096,
540.9627075,0.0004209544859,540.9627075,0.07969152182,540.9627075,0.08682078868,
540.0608521,-0.0001104155017,540.0608521,0.08014036715,540.0608521,0.08761773258,
539.0084229,0.001533133094,539.0084229,0.08150240034,539.0084229,0.08733388036,
537.9557495,0.000544490118,537.9557495,0.08143039048,537.9557495,0.08941915631,
537.0532837,-0.00111776602,537.0532837,0.08055449277,537.0532837,0.0876435414,
536.0001221,0.0006187009858,536.0001221,0.08148641139,536.0001221,0.08757127076,
534.9467163,0.0007655788795,534.9467163,0.08138355613,534.9467163,0.08806076646,
534.0436401,0.001066178782,534.0436401,0.08133145422,534.0436401,0.08798601478,
532.9897461,0.0007354473346,532.9897461,0.08064552397,532.9897461,0.08794765919,
531.9356689,0.001296438626,531.9356689,0.08044786751,531.9356689,0.08779522777,
531.0319214,0.0004637875827,531.0319214,0.07977925986,531.0319214,0.08807566762,
529.977356,0.0002076033124,529.977356,0.07923394442,529.977356,0.08740003407,
529.0732422,0.0003168044495,529.0732422,0.07851996273,529.0732422,0.08663247526,
528.0181885,-0.0009568812093,528.0181885,0.07712935656,528.0181885,0.08494867384,
526.9628906,-0.0003992886632,526.9628906,0.07679864019,526.9628906,0.08384399116,
526.0581665,-0.0007779010339,526.0581665,0.07577759027,526.0581665,0.08241789043,
525.0023804,-0.000949494075,525.0023804,0.07456506789,525.0023804,0.08124557883,
523.9464111,-0.001124324161,523.9464111,0.07342667133,523.9464111,0.08119389415,
523.0410767,-0.000446613878,523.0410767,0.07393657416,523.0410767,0.08124885708,
521.9846191,-0.0007218770916,521.9846191,0.07209870964,521.9846191,0.07915134728,
520.9279175,-0.0001926524128,520.9279175,0.07181467861,520.9279175,0.07978373766,
520.0219727,-0.0006906059571,520.0219727,0.07063359767,520.0219727,0.07777649164,
518.9647827,0.0002470741747,518.9647827,0.07056465,518.9647827,0.07771658152,
518.0584717,0.001150497119,518.0584717,0.06980526447,518.0584717,0.07743566483,
517.0008545,-4.711220754E-6,517.0008545,0.06894711405,517.0008545,0.07599554211,
515.9429932,0.0003549639951,515.9429932,0.06800018251,515.9429932,0.07519266754,
515.0360718,0.0002242821647,515.0360718,0.06679082662,515.0360718,0.07534039766,
513.9777222,0.0007800489548,513.9777222,0.06604169309,513.9777222,0.07376200706,
513.0704346,-0.0003906505881,513.0704346,0.06541714817,513.0704346,0.0731812045,
512.0116577,0.001101160189,512.0116577,0.06477661431,512.0116577,0.07246271521,
510.9526672,-9.059144213E-5,510.9526672,0.06443715841,510.9526672,0.07240375131,
510.0447693,0.0005475744256,510.0447693,0.06380256265,510.0447693,0.07133475691,
508.985321,1.338325183E-5,508.985321,0.06314516068,508.985321,0.07130351663,
507.9256287,-0.001198057085,507.9256287,0.06147190928,507.9256287,0.07030791044,
507.0171204,-0.000357700279,507.0171204,0.06159574911,507.0171204,0.06966162473,
505.9570007,2.070882374E-6,505.9570007,0.06131197512,505.9570007,0.06979326159,
505.0481262,0.0002152951784,505.0481262,0.06174158305,505.0481262,0.06912232935,
503.9875488,-0.0003874436079,503.9875488,0.06025309861,503.9875488,0.06835807115,
502.9267273,0.0003952773695,502.9267273,0.06025928259,502.9267273,0.0686211139,
502.0172729,0.0006040288717,502.0172729,0.06019207835,502.0172729,0.06821774691,
500.9560242,0.0007439005421,500.9560242,0.0599879697,500.9560242,0.06745045632,
500.0462036,6.935404963E-5,500.0462036,0.05957746133,500.0462036,0.06739757955,
498.9844971,-0.0006300214445,498.9844971,0.05914989859,498.9844971,0.06631946564,
498.0742798,0.0002469964675,498.0742798,0.0592459254,498.0742798,0.06706512719,
497.012146,0.0003550935362,497.012146,0.05990770459,497.012146,0.06690900773,
495.9497986,0.0003061317839,495.9497986,0.05845026672,495.9497986,0.06692205369,
495.0390015,0.0002842173562,495.0390015,0.05843356252,495.0390015,0.06694503129,
493.9762268,0.00112231134,493.9762268,0.05845047534,493.9762268,0.0660752058,
493.0650635,8.359383355E-5,493.0650635,0.05870221555,493.0650635,0.06640635431,
492.0018311,0.0002649719245,492.0018311,0.05829593912,492.0018311,0.06757646799,
490.9383545,-0.0004059093189,490.9383545,0.05815019086,490.9383545,0.06595945358,
490.0266418,0.0008468821761,490.0266418,0.05845160037,490.0266418,0.06615676731,
488.9627686,0.0003969614918,488.9627686,0.057899151,488.9627686,0.06595568359,
488.0506592,0.0002237382723,488.0506592,0.05826106668,488.0506592,0.06766563654,
486.9863586,0.0007273832452,486.9863586,0.05857040361,486.9863586,0.06613289565,
486.0738831,0.001801381819,486.0738831,0.05880125985,486.0738831,0.06632570922,
485.0091553,0.000189474842,485.0091553,0.05872728676,485.0091553,0.06668367237,
483.9441833,0.0001859787299,483.9441833,0.05885662884,483.9441833,0.06695055962,
483.0311584,0.001012077206,483.0311584,0.05974736437,483.0311584,0.06721758842,
481.9657593,0.0003416997497,481.9657593,0.0600827001,481.9657593,0.0676830858,
481.0523682,8.470714965E-5,481.0523682,0.05993852019,481.0523682,0.06695249677,
479.9865417,-0.0001216470118,479.9865417,0.06031126902,479.9865417,0.06855602562,
479.0728149,0.001694561448,479.0728149,0.06125488877,479.0728149,0.06826003641,
478.0065918,-0.0001295658294,478.0065918,0.06141179055,478.0065918,0.06863062829,
476.9401245,-5.59133332E-6,476.9401245,0.06213535741,476.9401245,0.06912985444,
476.0258179,-2.453920388E-5,476.0258179,0.0633155629,476.0258179,0.07048867643,
474.9589233,9.490832599E-5,474.9589233,0.06449157,474.9589233,0.07126123458,
474.044281,0.0007747587515,474.044281,0.06551568955,474.044281,0.07186403871,
472.9769897,5.809199865E-5,472.9769897,0.06622777134,472.9769897,0.07232763618,
472.0619812,-0.0001153843186,472.0619812,0.06697417796,472.0619812,0.07403521985,
470.9942627,0.0004997571814,470.9942627,0.06833092123,470.9942627,0.07511895895,
469.9263306,-0.0005059312098,469.9263306,0.07036203146,469.9263306,0.07686157525,
469.0108032,-0.0002797371999,469.0108032,0.07148358971,469.0108032,0.07789494097,
467.9424438,-3.924135672E-5,467.9424438,0.07287334651,467.9424438,0.07909668237,
467.0265503,0.0004137253563,467.0265503,0.07464781404,467.0265503,0.08124707639,
465.9577942,3.189268318E-5,465.9577942,0.07687613368,465.9577942,0.08306428045,
