baseline,,bm3WT_2in1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
649.0514526,0.0005222526379,649.0514526,0.008690454997,
648.0284424,6.733462214E-5,648.0284424,0.006971244235,
647.005188,-0.0002695963194,647.005188,0.007133865263,
645.9815674,-0.001455662539,645.9815674,0.006519299466,
644.9577026,-0.0003819089325,644.9577026,0.008272255771,
643.9334717,-0.0002649914532,643.9334717,0.009614358656,
643.0553589,0.00022739009,643.0553589,0.007518308703,
642.0306396,1.022507786E-5,642.0306396,0.007859967649,
641.0055542,0.0002405213454,641.0055542,0.007324293721,
639.9801636,0.0001500609942,639.9801636,0.007761924528,
638.9545288,-0.0004109264701,638.9545288,0.007560635917,
637.9285278,0.0002167455241,637.9285278,0.007989250124,
637.0488892,-0.001290876651,637.0488892,0.007069425192,
636.0223999,1.423751564E-5,636.0223999,0.007720394526,
634.9955444,-0.0003751844342,634.9955444,0.007164048962,
633.9684448,-0.0005550027709,633.9684448,0.007807359099,
632.940979,-0.001332891872,632.940979,0.007725163829,
632.0601196,0.0006775239599,632.0601196,0.008499215357,
631.0321045,-0.001054297318,631.0321045,0.006842027884,
630.0038452,0.000195094588,630.0038452,0.008370942436,
628.9752808,-0.0004737653362,628.9752808,0.007931431755,
627.9464111,-0.0001757819118,627.9464111,0.007491181139,
627.06427,-0.0004365285859,627.06427,0.007329269312,
626.0348511,0.0001090194928,626.0348511,0.008087160066,
625.005127,-0.0008178990101,625.005127,0.006433958653,
623.9750977,-0.0004486308899,623.9750977,0.006467456929,
622.9448242,-0.001460564439,622.9448242,0.006447147578,
622.0614624,-0.0004387525551,622.0614624,0.007226607762,
621.0306396,0.000682294427,621.0306396,0.008259803057,
619.9994507,-0.0006809915649,619.9994507,0.008013033308,
618.9680176,1.951845843E-5,618.9680176,0.007680686191,
617.9362793,-0.0001592212939,617.9362793,0.007991755381,
617.0517578,0.0006443912862,617.0517578,0.008292650804,
616.0194702,-0.0002387583081,616.0194702,0.006616379134,
614.9868774,5.441571557E-5,614.9868774,0.008346875198,
613.9540405,-0.0004043576191,613.9540405,0.008228883147,
613.0685425,-0.0005190657685,613.0685425,0.007678525988,
612.0351563,-0.0002411384921,612.0351563,0.007737390697,
611.0014648,-0.0004902622895,611.0014648,0.007655999158,
609.9674683,0.0001895784371,609.9674683,0.008702893741,
608.9332275,0.0002702300262,608.9332275,0.008627077565,
608.0465088,-0.0008355713217,608.0465088,0.007646093145,
607.0117188,-0.0002589377982,607.0117188,0.008752414957,
605.9766235,-0.0004564403207,605.9766235,0.009039196186,
604.9412842,-0.000586025184,604.9412842,0.009194264188,
604.0535889,-0.0003320417891,604.0535889,0.009067292325,
603.0177002,-0.000696446863,603.0177002,0.009779189713,
601.9815674,1.879362026E-5,601.9815674,0.009251325391,
600.9450684,-0.0005292525166,600.9450684,0.009744402021,
600.0564575,-0.0003083477204,600.0564575,0.01039610896,
599.0194702,0.0001855125738,599.0194702,0.01046454441,
597.9822388,0.0006686571869,597.9822388,0.009671474807,
596.9446411,-0.0004260810383,596.9446411,0.01083153952,
596.0551147,-8.091200289E-5,596.0551147,0.01136010699,
595.0170288,-0.0002917404054,595.0170288,0.01215288881,
593.9786987,-0.0004285636533,593.9786987,0.01214453019,
592.9400635,-0.0002603348112,592.9400635,0.01258624904,
592.0495605,0.0004704733437,592.0495605,0.0122859329,
591.010437,-0.0004841600312,591.010437,0.01358389016,
589.9710083,-2.697234049E-5,589.9710083,0.01400063466,
588.9312744,3.360128539E-5,588.9312744,0.01476831362,
588.039917,0.0007760553854,588.039917,0.01643212885,
586.9996948,-0.0008514344809,586.9996948,0.01612049155,
585.9591675,5.278469689E-5,585.9591675,0.01785960048,
585.0670776,-0.0004890728742,585.0670776,0.01747737825,
584.026062,-0.0007956266636,584.026062,0.01915189438,
582.9848022,-0.0001385713695,582.9848022,0.02043939009,
581.9432373,-1.920696377E-5,581.9432373,0.02166262828,
581.0502319,8.86943817E-5,581.0502319,0.02242754586,
580.0081787,-0.0006372072385,580.0081787,0.02317642048,
578.9658203,0.0004245820455,578.9658203,0.02559775859,
578.0721436,-0.0003644250392,578.0721436,0.02579464577,
577.0292969,-0.0001468004048,577.0292969,0.02662049234,
575.9862061,0.000829816272,575.9862061,0.02789482661,
574.9428101,-0.0004157884105,574.9428101,0.02886240184,
574.0482178,-0.0008779406198,574.0482178,0.02951531112,
573.0043335,-0.001357872039,573.0043335,0.02883310616,
571.960144,-0.0003462679451,571.960144,0.02996635623,
571.0649414,-0.0003113483544,571.0649414,0.03087374382,
570.0202637,-0.0002747185354,570.0202637,0.03115390614,
568.9753418,-8.00320413E-5,568.9753418,0.03058031946,
567.9301147,-0.000386098749,567.9301147,0.03057068214,
567.0339966,0.0001114533952,567.0339966,0.03131849691,
565.9882813,-6.507244689E-5,565.9882813,0.03061717749,
564.9423218,1.579046966E-6,564.9423218,0.03047873266,
564.0455933,7.802731852E-5,564.0455933,0.02962246537,
562.9990845,-0.0002026398433,562.9990845,0.03030635603,
561.9523926,-0.0009745478746,561.9523926,0.02855883352,
561.0549927,9.211204451E-5,561.0549927,0.02874061093,
560.0077515,-0.0007101442316,560.0077515,0.02772592939,
558.9602661,-0.0004223053984,558.9602661,0.02906224318,
558.0621948,-0.000386874628,558.0621948,0.02831001207,
557.0142212,-0.0008334527374,557.0142212,0.02737506665,
555.9659424,-6.419245619E-5,555.9659424,0.02783402242,
555.0672607,-0.0002483307326,555.0672607,0.02792657167,
554.0185547,-7.99285117E-5,554.0185547,0.02800547518,
552.9695435,-0.0003174012818,552.9695435,0.02744849212,
552.0701904,-0.0002500899718,552.0701904,0.02826439776,
551.020752,-0.0006526641082,551.020752,0.0276149381,
549.9710083,-0.0004255638341,549.9710083,0.02832681127,
549.0710449,-0.0006511132815,549.0710449,0.02968232892,
548.020813,-0.0001730391086,548.020813,0.02932711504,
546.9703369,5.972303552E-5,546.9703369,0.03001275845,
546.0697021,-0.0002362228697,546.0697021,0.02966644801,
545.0187988,-6.937384114E-6,545.0187988,0.03051958047,
543.9675903,0.0001154667698,543.9675903,0.03082157858,
543.0663452,-0.0008638352156,543.0663452,0.03030732647,
542.0146484,-0.0001612914057,542.0146484,0.0314851515,
540.9627075,0.0003112349368,540.9627075,0.03160487488,
540.0608521,0.0003504043561,540.0608521,0.03258031234,
539.0084229,-0.0002536601678,539.0084229,0.03257308528,
537.9557495,-0.000149698637,537.9557495,0.03273843974,
537.0532837,-0.0004998808727,537.0532837,0.03180155158,
536.0001221,0.0002803319367,536.0001221,0.03266631812,
534.9467163,0.001014308538,534.9467163,0.03270809725,
534.0436401,0.0001244257874,534.0436401,0.03278695419,
532.9897461,-0.0001201460473,532.9897461,0.03206954896,
531.9356689,-0.0006143570063,531.9356689,0.03111911565,
531.0319214,3.800226477E-5,531.0319214,0.03161330894,
529.977356,-0.001002647798,529.977356,0.03134993464,
529.0732422,-0.0005196345737,529.0732422,0.03065028787,
528.0181885,0.0005787297268,528.0181885,0.03072429821,
526.9628906,-2.179543844E-5,526.9628906,0.03026497178,
526.0581665,0.001316664508,526.0581665,0.02976756729,
525.0023804,-0.0002973797091,525.0023804,0.02951519936,
523.9464111,3.556877709E-5,523.9464111,0.02923515067,
523.0410767,0.0001333332038,523.0410767,0.02890049852,
521.9846191,-0.00104784139,521.9846191,0.0280804988,
520.9279175,-0.001091739279,520.9279175,0.02820826508,
520.0219727,-0.001738073537,520.0219727,0.02619410679,
518.9647827,0.0002663188206,518.9647827,0.02702575549,
518.0584717,-0.0003209191782,518.0584717,0.02708038688,
517.0008545,0.0001427327952,517.0008545,0.02769135684,
515.9429932,5.62279638E-5,515.9429932,0.02658419311,
515.0360718,-0.0002692341513,515.0360718,0.02624654397,
513.9777222,-0.002400901634,513.9777222,0.02419630811,
513.0704346,0.0002016726212,513.0704346,0.0257906355,
512.0116577,9.187901742E-5,512.0116577,0.0255915802,
510.9526672,-0.0003626662656,510.9526672,0.02478917129,
510.0447693,-0.0002167667699,510.0447693,0.02442492731,
508.985321,-0.0004544233088,508.985321,0.02448857203,
507.9256287,-0.0001379502937,507.9256287,0.02430952154,
507.0171204,4.952268137E-5,507.0171204,0.02390268259,
505.9570007,-0.0008795940084,505.9570007,0.02335576899,
505.0481262,-0.0003783915017,505.0481262,0.02444916219,
503.9875488,-0.000248537719,503.9875488,0.02397831343,
502.9267273,-0.0001612914057,502.9267273,0.0233546216,
502.0172729,-0.0004035300226,502.0172729,0.02301578782,
500.9560242,-0.00022307974,500.9560242,0.02299949341,
500.0462036,-2.811125159E-5,500.0462036,0.02325695008,
498.9844971,-0.0002108159242,498.9844971,0.02334399521,
498.0742798,-9.16266581E-5,498.0742798,0.02346444502,
497.012146,-0.0003284204868,497.012146,0.02299141325,
495.9497986,-3.069967352E-5,495.9497986,0.02322338708,
495.0390015,-0.0002512283099,495.0390015,0.02264986373,
493.9762268,0.0003100951435,493.9762268,0.02257320844,
493.0650635,-0.0003403188894,493.0650635,0.02243062668,
492.0018311,-0.0009734631167,492.0018311,0.02150114067,
490.9383545,-0.001016955357,490.9383545,0.02179581299,
490.0266418,-0.0002853766782,490.0266418,0.02214603685,
488.9627686,4.499214265E-5,488.9627686,0.0228436999,
488.0506592,-0.0002985179017,488.0506592,0.02236077003,
486.9863586,-2.500512528E-5,486.9863586,0.02252688445,
486.0738831,0.0001582956611,486.0738831,0.02238488942,
485.0091553,9.241389307E-6,485.0091553,0.02277767844,
483.9441833,-0.0003720290551,483.9441833,0.02290171012,
483.0311584,-1.076842909E-5,483.0311584,0.02327249013,
481.9657593,-0.000400633493,481.9657593,0.0230565127,
481.0523682,-6.631478755E-5,481.0523682,0.02310848981,
479.9865417,-0.0002850145102,479.9865417,0.02358626947,
479.0728149,-0.0001668806508,479.0728149,0.0240725074,
478.0065918,0.0009141666233,478.0065918,0.02426271141,
476.9401245,2.976896667E-6,476.9401245,0.02405330166,
476.0258179,0.0001848392567,476.0258179,0.02452269755,
474.9589233,-0.0001621711999,474.9589233,0.02464227006,
474.044281,-8.008380246E-5,474.044281,0.02545519359,
472.9769897,4.763044217E-6,472.9769897,0.02555341646,
472.0619812,0.0005907829036,472.0619812,0.02664273232,
470.9942627,-0.0001390889229,470.9942627,0.02667834982,
469.9263306,-0.0005533482181,469.9263306,0.02639074251,
469.0108032,-0.0001297210983,469.0108032,0.02804783173,
467.9424438,2.120112549E-5,467.9424438,0.02885031328,
467.0265503,-0.0003165735397,467.0265503,0.0289005544,
465.9577942,-0.000102548096,465.9577942,0.02971958183,
465.0415344,-0.0004556645581,465.0415344,0.03024973534,
463.9723816,-0.0006113067502,463.9723816,0.0316727832,
463.0557861,0.0001524433319,463.0557861,0.03233581781,
461.9862061,7.577484212E-5,461.9862061,0.03383965045,
461.0692749,-0.001306723221,461.0692749,0.03391252831,
459.9992981,-2.868070624E-5,459.9992981,0.03661842644,
458.9291077,-0.0003127969103,458.9291077,0.0369447358,
458.0116272,0.0004623105051,458.0116272,0.03819352016,
456.94104,-0.0001350519888,456.94104,0.03967410699,
456.0232239,0.000275669503,456.0232239,0.04114236683,
454.95224,-0.0001252182556,454.95224,0.04253963009,
454.0340576,0.0004887949326,454.0340576,0.04460056126,
452.962677,0.0002402105456,452.962677,0.04639502242,
452.0441589,0.0003791878407,452.0441589,0.04827737808,
450.9723816,0.0002626148635,450.9723816,0.0514662452,
450.0535583,6.95870549E-5,450.0535583,0.05240793526,
448.9813538,0.0002416350617,448.9813538,0.05508677661,
448.0621948,-0.0001664666343,448.0621948,0.05816007406,
446.989624,-0.0001045667232,446.989624,0.06167644635,
446.0700989,-0.0006631579017,446.0700989,0.06365936249,
444.9971313,-0.0002123165759,444.9971313,0.06773306429,
443.9239502,0.0003239542712,443.9239502,0.07258547843,
443.0039368,-0.0001589625172,443.0039368,0.0762757808,
441.9303589,-0.0006386547466,441.9303589,0.08069196343,
441.0100098,0.0005825141561,441.0100098,0.08625544608,
439.9360657,-0.000643772597,439.9360657,0.09215665609,
439.0153809,0.0001328153303,439.0153809,0.09808279574,
437.94104,0.0002382162347,437.94104,0.1057899147,
437.0200195,-0.0004530269362,437.0200195,0.1142605245,
435.945282,-2.790417784E-5,435.945282,0.1238538176,
435.0239563,-8.283502098E-7,435.0239563,0.1333329529,
433.9488525,0.0004989278968,433.9488525,0.1440346837,
433.0271606,-4.074260141E-5,433.0271606,0.1544183195,
431.9516907,-5.855011477E-5,431.9516907,0.1680743992,
431.0296936,6.042205132E-5,431.0296936,0.1812200844,
429.9538269,0.0001901740761,429.9538269,0.1946635246,
429.0315247,0.0006664794637,429.0315247,0.2059055567,
427.9552917,-0.0003561484045,427.9552917,0.2191902846,
427.0326538,0.0005644218763,427.0326538,0.2316631824,
425.9560242,-0.0002254082792,425.9560242,0.2457585782,
425.0330811,-0.0003988748649,425.0330811,0.256567359,
423.9560852,-0.0001885124802,423.9560852,0.2687099278,
423.0328064,-0.0005066551385,423.0328064,0.2753267586,
421.9554443,-0.0001670876663,421.9554443,0.2833454907,
421.0318604,0.0001821200858,421.0318604,0.2890034318,
419.9541321,-0.0003841848811,419.9541321,0.2919427752,
419.0302124,-0.0003366976744,419.0302124,0.2923959196,
417.9521484,-0.0002818584908,417.9521484,0.2905280292,
417.0278931,-2.195074558E-5,417.0278931,0.2885216475,
415.9494629,8.918631647E-5,415.9494629,0.2840100527,
415.0249023,-0.0004060645006,415.0249023,0.2761847675,
413.946106,-0.0001041526484,413.946106,0.2693064213,
413.0212402,-0.0002066761517,413.0212402,0.2647132874,
411.9420776,0.0001654946391,411.9420776,0.2555055618,
411.0169067,-0.0002436221548,411.0169067,0.2488632798,
409.9373779,0.0001729786018,409.9373779,0.2395521849,
409.0119019,-7.84274016E-5,409.0119019,0.2309454829,
407.9320068,1.423730623E-6,407.9320068,0.2227811068,
407.0062256,0.0004231569183,407.0062256,0.2179245949,
405.9259644,0.0002312491415,405.9259644,0.210433498,
404.9998779,-0.0003963403578,404.9998779,0.2036462575,
404.0736694,-0.001106870128,404.0736694,0.1980342716,
402.9928894,-7.506866041E-6,402.9928894,0.1927295029,
402.0663452,-0.0005321482313,402.0663452,0.1890810728,
400.9852295,-0.001045052428,400.9852295,0.1837707758,
400.0584106,-0.0001707620395,400.0584106,0.1796439439,
398.9769287,0.0001071034567,398.9769287,0.1765436381,
398.0498047,0.0002306275419,398.0498047,0.1715504974,
396.9679871,-0.0007489080308,396.9679871,0.1667737216,
396.0405579,-0.0003741498804,396.0405579,0.1638223678,
394.958374,-0.0002776676556,394.958374,0.1601340026,
394.0306702,0.0003442126617,394.0306702,0.1561538428,
392.9481506,0.0002584965259,392.9481506,0.153025195,
392.0201111,0.000346000219,392.0201111,0.1490421593,
390.9372559,-0.0003258338547,390.9372559,0.1451586336,
390.0089417,-0.0003188498376,390.0089417,0.1422953606,
388.9257507,6.393881449E-6,388.9257507,0.1378537714,
387.9971619,0.0004124816332,387.9971619,0.1357259899,
387.0684204,0.0009393296787,387.0684204,0.1332025975,
385.9847107,-0.0003900816082,385.9847107,0.1293049604,
385.0556946,-0.0007306635962,385.0556946,0.1253803372,
383.9716492,-0.0002487446764,383.9716492,0.1228434145,
383.0423279,-0.0004216330126,383.0423279,0.1207994074,
381.9579468,0.0007677052636,381.9579468,0.118608892,
381.0283508,0.0005951636122,381.0283508,0.1183224469,
379.943634,9.739393136E-5,379.943634,0.1148201525,
379.0137634,3.89860179E-5,379.0137634,0.1137906238,
377.9287109,0.0001447525719,377.9287109,0.1121708974,
376.9985352,-8.24131057E-5,376.9985352,0.1108384877,
376.0682373,-0.0002030538308,376.0682373,0.1103349924,
374.9827271,2.472180313E-5,374.9827271,0.1100992411,
374.052124,-3.898251816E-5,374.052124,0.1085881442,
372.9662781,-0.0004323392641,372.9662781,0.1083547324,
372.0354004,0.0002771459403,372.0354004,0.1090809628,
370.9492493,-0.0004610948672,370.9492493,0.1080039591,
370.0180969,-0.0004274257808,370.0180969,0.1076476946,
368.9315796,9.415747627E-5,368.9315796,0.1076298803,
368.0001831,0.0008259778842,368.0001831,0.1079514772,
367.068634,-0.0001131587123,367.068634,0.1073503494,
365.9816589,-0.0003259373188,365.9816589,0.1069479585,
365.0498352,-0.0005828196299,365.0498352,0.1067600101,
363.9625244,0.000624352193,363.9625244,0.1074982956,
363.030426,-1.812014034E-6,363.030426,0.1065162644,
361.9428406,-0.0001904789533,361.9428406,0.1064475924,
361.0104675,0.0007277721888,361.0104675,0.1056155115,
359.9225159,5.630563101E-5,359.9225159,0.1047323942,
358.9898987,-0.0006497692084,358.9898987,0.1035859212,
358.0571289,-0.0002765811514,358.0571289,0.102815412,
356.96875,0.0006992507842,356.96875,0.1014813706,
356.0357056,3.354950968E-5,356.0357056,0.1007609367,
354.9470215,-0.000136759918,354.9470215,0.09942168742,
354.0137024,0.0001232346985,354.0137024,0.09766624123,
352.9247131,-6.367901733E-6,352.9247131,0.09516653419,
351.9911194,-0.0004523028911,351.9911194,0.09372569621,
351.0574341,3.290231325E-5,351.0574341,0.09231716394,
349.9679871,-0.0002667506342,349.9679871,0.09010615945,
349.0340271,-1.170030009E-5,349.0340271,0.08980384469,
347.9442749,-9.426646284E-5,347.9442749,0.08630634844,
347.0100708,-0.0006114618736,347.0100708,0.08481456339,
346.0757141,-0.001425269875,346.0757141,0.0835025683,
344.9855347,-0.000636173354,344.9855347,0.08205898851,
344.0509338,-0.0006544733769,344.0509338,0.08020973206,
342.9604187,-0.0002330664865,342.9604187,0.07923633605,
342.0255737,-0.0009795584483,342.0255737,0.07716488093,
340.9347534,1.038039773E-5,340.9347534,0.07508230954,
339.9996643,-0.000338249607,339.9996643,0.07500842959,
339.0644226,-0.0002635427227,339.0644226,0.07161785662,
337.973175,-0.001590726897,337.973175,0.06940669566,
337.0377197,1.780991079E-5,337.0377197,0.06880881637,
335.946167,0.0004475659516,335.946167,0.06744930893,
335.010437,0.000209675185,335.010437,0.06694920361,
334.074585,-1.972465907E-5,334.074585,0.06516909599,
332.9826355,0.0001876879396,332.9826355,0.06354740262,
332.0465393,-0.0002506074088,332.0465393,0.06211006269,
330.9542847,-4.426274973E-5,330.9542847,0.06055736914,
330.0179138,0.0002305757516,330.0179138,0.06002886966,
328.9253845,-0.0003339041432,328.9253845,0.05775832757,
327.9888,-0.0001388818928,327.9888,0.0563923642,
327.0520935,-8.262015035E-5,327.0520935,0.05547711998,
325.9591064,-0.00078999385,325.9591064,0.05362369865,
325.0221558,0.0002389673318,325.0221558,0.0543150343,
323.928894,-8.758928016E-5,323.928894,0.0531341657,
322.9916992,-0.0006194751477,322.9916992,0.05114331841,
322.0544128,-0.0008867756696,322.0544128,0.05067082122,
320.9607544,-0.0006294527557,320.9607544,0.04967965558,
320.0231934,-0.0002486411831,320.0231934,0.05037156492,
318.9292603,-0.0001120717789,318.9292603,0.04931031913,
317.9914551,-0.0001928076526,317.9914551,0.04945565388,
317.0535583,-0.00149054185,317.0535583,0.04793518782,
315.959198,-0.0001718488202,315.959198,0.04905642569,
315.0210876,-0.0003216434561,315.0210876,0.04895647988,
313.9264526,-3.313277557E-5,313.9264526,0.05018498003,
312.9880676,-0.0002678889141,312.9880676,0.05093596503,
